,store_sales_in_millions,store_cost_in_millions,unit_sales_in_millions,promotion_name,sales_country,media_type,cost,id,store_id,customer_id,product_id
282,8.79,3.6039,3,Dollar Cutters,USA,"Daily Paper, Radio, TV",144.18,354,s40,c286,prod135
283,5.86,2.4026,2,Unbeatable Price Savers,USA,"Daily Paper, Radio, TV",137.77,355,s40,c287,prod135
284,8.79,3.4281,3,Best Savings,USA,Street Handout,114.01,380,s40,c312,prod135
285,5.86,2.5198,2,Price Smashers,USA,Product Attachment,138.23,381,s40,c313,prod135
286,8.79,3.7797,3,Weekend Markdown,USA,"Daily Paper, Radio",69.63,382,s40,c314,prod135
287,8.79,2.9886,3,Super Savers,USA,In-Store Coupon,134.66,389,s40,c321,prod135
288,11.72,5.7428,4,Best Savings,USA,Street Handout,114.01,399,s40,c331,prod135
289,11.72,4.3364,4,Sales Days,USA,Bulk Mail,116.74,413,s58,c345,prod135
290,11.72,5.1568,4,Super Duper Savers,USA,Daily Paper,100.91,430,s58,c361,prod135
291,8.79,3.6918,3,Super Savers,USA,"Sunday Paper, Radio",64.99,445,s58,c375,prod135
292,11.72,4.8052,4,Savings Galore,USA,"Sunday Paper, Radio",136.57,446,s58,c378,prod135
293,11.72,5.5084,4,Big Promo,USA,Radio,98.52,449,s58,c380,prod135
294,8.79,2.9886,3,Wallet Savers,USA,"Sunday Paper, Radio, TV",79.95,461,s58,c393,prod135
295,11.72,3.6332,4,Big Promo,USA,"Sunday Paper, Radio, TV",117.04,554,s82,c486,prod135
296,11.72,3.8676,4,Go For It,USA,"Daily Paper, Radio",67.01,586,s100,c518,prod135
297,5.86,1.8166,2,Tip Top Savings,USA,Cash Register Handout,79.13,630,s110,c562,prod135
298,5.86,2.8714,2,Price Cutters,USA,Cash Register Handout,145.52,869,s113,c572,prod135
299,8.79,3.7797,3,Super Duper Savers,USA,Cash Register Handout,129.5,877,s113,c580,prod135
300,8.79,3.0765,3,Price Winners,USA,"Daily Paper, Radio",128.67,982,s126,c622,prod135
301,2.91,1.0767,3,Big Promo,USA,Sunday Paper,51.12,297,s18,c22,prod138
302,3.88,1.6296,4,Free For All,USA,In-Store Coupon,109.06,269,s18,c23,prod138
303,3.88,1.3968,4,I Cant Believe It Sale,USA,Product Attachment,69.47,206,s0,c138,prod138
304,2.91,1.1349,3,Price Slashers,USA,"Sunday Paper, Radio, TV",54.11,254,s0,c186,prod138
305,3.88,1.94,4,Price Slashers,USA,"Sunday Paper, Radio, TV",54.11,263,s0,c195,prod138
306,2.91,1.0767,3,Dollar Days,USA,"Daily Paper, Radio",138.81,285,s18,c217,prod138
307,1.94,0.9506,2,Big Promo,USA,Sunday Paper,51.12,291,s18,c223,prod138
308,1.94,0.8924,2,Dollar Days,USA,"Daily Paper, Radio",138.81,303,s18,c235,prod138
309,2.91,0.9603,3,Super Duper Savers,USA,Daily Paper,91.0,309,s18,c241,prod138
310,3.88,1.2804,4,Super Duper Savers,USA,Sunday Paper,69.65,321,s18,c253,prod138
311,3.88,1.552,4,Double Down Sale,USA,Street Handout,59.19,365,s40,c297,prod138
312,2.91,1.1931,3,Weekend Markdown,USA,"Daily Paper, Radio",69.63,367,s40,c299,prod138
313,3.88,1.5132,4,Savings Galore,USA,Street Handout,138.53,383,s40,c315,prod138
314,2.91,0.9021,3,Big Time Savings,USA,In-Store Coupon,135.8,390,s40,c322,prod138
315,3.88,1.4356,4,Dollar Cutters,USA,"Sunday Paper, Radio, TV",135.5,408,s58,c340,prod138
316,2.91,1.0476,3,Two for One,USA,"Daily Paper, Radio, TV",57.52,437,s58,c369,prod138
317,2.91,1.0185,3,Super Savers,USA,"Sunday Paper, Radio",64.76,479,s73,c411,prod138
318,2.91,1.0185,3,Best Savings,USA,"Daily Paper, Radio, TV",53.82,515,s82,c447,prod138
319,2.91,1.1058,3,Shelf Clearing Days,USA,"Sunday Paper, Radio, TV",101.96,516,s82,c447,prod138
320,1.94,0.7566,2,Shelf Emptiers,USA,Street Handout,137.34,524,s82,c456,prod138
321,2.91,1.2222,3,Shelf Emptiers,USA,Bulk Mail,117.86,551,s82,c483,prod138
322,3.88,1.552,4,Saving Days,USA,"Daily Paper, Radio",118.36,587,s100,c519,prod138
323,2.91,0.9021,3,Sale Winners,USA,Product Attachment,137.7,625,s100,c557,prod138
324,2.91,1.2222,3,Super Duper Savers,USA,Cash Register Handout,129.5,895,s113,c598,prod138
325,3.74,1.1968,2,Two Day Sale,USA,Daily Paper,103.65,310,s18,c31,prod139
326,5.61,1.9074,3,Price Slashers,USA,"Sunday Paper, Radio, TV",54.11,207,s0,c139,prod139
327,7.48,3.1416,4,I Cant Believe It Sale,USA,Product Attachment,69.47,247,s0,c179,prod139
328,3.74,1.1594,2,Save-It Sale,USA,Radio,144.38,251,s0,c183,prod139
329,5.61,2.5245,3,Two Day Sale,USA,Daily Paper,103.65,276,s18,c208,prod139
330,3.74,1.2716,2,Super Duper Savers,USA,Sunday Paper,69.65,278,s18,c210,prod139
331,5.61,1.9635,3,Saving Days,USA,Street Handout,67.31,280,s18,c212,prod139
332,3.74,1.5334,2,Super Duper Savers,USA,Sunday Paper,69.65,282,s18,c214,prod139
333,3.74,1.4212,2,Two for One,USA,Product Attachment,59.83,290,s18,c222,prod139
334,7.48,3.6652,4,Super Duper Savers,USA,Sunday Paper,69.65,341,s18,c273,prod139
335,5.61,2.805,3,Pick Your Savings,USA,In-Store Coupon,83.51,363,s40,c294,prod139
336,9.35,3.6465,5,Price Slashers,USA,Radio,76.98,369,s40,c301,prod139
337,7.48,3.366,4,Savings Galore,USA,Street Handout,138.53,372,s40,c304,prod139
338,3.74,1.7578,2,Big Promo,USA,Cash Register Handout,123.88,373,s40,c304,prod139
339,5.61,2.1318,3,Price Smashers,USA,Product Attachment,138.23,387,s40,c319,prod139
340,5.61,2.0757,3,Big Time Discounts,USA,In-Store Coupon,59.4,428,s58,c359,prod139
341,5.61,2.4123,3,Green Light Days,USA,Street Handout,133.42,431,s58,c361,prod139
342,5.61,2.0196,3,Savings Galore,USA,"Sunday Paper, Radio",136.57,440,s58,c371,prod139
343,5.61,2.1318,3,Big Time Discounts,USA,In-Store Coupon,59.4,458,s58,c389,prod139
344,7.48,2.5432,4,Weekend Markdown,USA,Street Handout,53.37,477,s73,c409,prod139
345,5.61,2.5245,3,Two Day Sale,USA,Sunday Paper,126.88,542,s82,c473,prod139
346,5.61,2.7489,3,Save-It Sale,USA,Daily Paper,81.79,544,s82,c476,prod139
347,5.61,2.4684,3,Price Cutters,USA,Product Attachment,129.2,548,s82,c480,prod139
348,7.48,2.992,4,Two Day Sale,USA,"Daily Paper, Radio",149.75,561,s82,c493,prod139
349,9.35,2.992,5,Wallet Savers,USA,"Daily Paper, Radio, TV",53.13,616,s100,c548,prod139
350,1.87,0.561,1,Unbeatable Price Savers,USA,Daily Paper,94.69,632,s110,c564,prod139
351,5.61,2.4684,3,Sales Galore,USA,"Daily Paper, Radio",109.03,636,s110,c568,prod139
352,5.61,1.683,3,Shelf Clearing Days,USA,Sunday Paper,106.1,888,s113,c591,prod139
353,7.48,2.5432,4,Mystery Sale,USA,Bulk Mail,84.97,889,s113,c592,prod139
354,7.48,3.5156,4,Two for One,USA,Product Attachment,106.2,902,s113,c605,prod139
355,11.22,4.0392,3,Dollar Days,USA,"Daily Paper, Radio",138.81,344,s18,c38,prod140
356,11.22,5.4978,3,Super Duper Savers,USA,Cash Register Handout,129.5,885,s113,c119,prod140
357,11.22,3.7026,3,Price Slashers,USA,"Sunday Paper, Radio, TV",54.11,208,s0,c140,prod140
358,11.22,3.366,3,Big Time Savings,USA,Radio,53.45,234,s0,c166,prod140
359,11.22,5.049,3,Price Slashers,USA,"Sunday Paper, Radio, TV",54.11,259,s0,c191,prod140
360,7.48,2.9172,2,Dollar Days,USA,"Daily Paper, Radio",138.81,264,s18,c196,prod140
361,11.22,4.7124,3,Sales Galore,USA,Product Attachment,149.08,313,s18,c245,prod140
362,14.96,6.5824,4,Dollar Days,USA,"Daily Paper, Radio",138.81,320,s18,c252,prod140
363,7.48,3.5904,2,Shelf Clearing Days,USA,Radio,99.77,351,s40,c283,prod140
364,14.96,6.5824,4,Weekend Markdown,USA,"Daily Paper, Radio",69.63,358,s40,c290,prod140
365,7.48,3.6652,2,Weekend Markdown,USA,"Daily Paper, Radio",69.63,374,s40,c306,prod140
366,18.7,6.919,5,Shelf Clearing Days,USA,Radio,99.77,384,s40,c316,prod140
367,11.22,4.8246,3,Weekend Markdown,USA,"Daily Paper, Radio",69.63,386,s40,c318,prod140
368,11.22,4.8246,3,Price Winners,USA,"Daily Paper, Radio",114.6,427,s58,c359,prod140
369,7.48,2.5432,2,Price Destroyers,USA,"Daily Paper, Radio",62.26,452,s58,c384,prod140
370,18.7,6.358,5,Two for One,USA,"Daily Paper, Radio, TV",57.52,457,s58,c389,prod140
371,11.22,3.8148,3,You Save Days,USA,Bulk Mail,131.81,474,s73,c406,prod140
372,11.22,3.5904,3,Weekend Markdown,USA,Street Handout,53.37,481,s73,c413,prod140
373,14.96,7.0312,4,Price Winners,USA,"Sunday Paper, Radio",122.51,488,s73,c420,prod140
374,11.22,3.5904,3,Super Savers,USA,"Sunday Paper, Radio",64.76,496,s73,c428,prod140
375,14.96,5.0864,4,Best Savings,USA,"Daily Paper, Radio, TV",53.82,507,s73,c439,prod140
376,14.96,5.236,4,Two Day Sale,USA,"Daily Paper, Radio",112.52,555,s82,c487,prod140
377,11.22,5.4978,3,High Roller Savings,USA,Daily Paper,101.84,566,s82,c498,prod140
378,14.96,5.6848,4,Big Time Savings,USA,Daily Paper,77.32,568,s82,c500,prod140
379,11.22,4.3758,3,Super Wallet Savers,USA,Cash Register Handout,140.19,618,s100,c550,prod140
380,3.74,1.309,1,One Day Sale,USA,Street Handout,95.15,634,s110,c566,prod140
381,14.96,5.5352,4,Mystery Sale,USA,Bulk Mail,84.97,912,s113,c615,prod140
382,6.54,2.8776,2,Cash Register Lottery,USA,"Daily Paper, Radio",59.86,210,s0,c141,prod142
383,6.54,2.0274,2,Bag Stuffers,USA,"Daily Paper, Radio",126.62,233,s0,c163,prod142
384,6.54,2.616,2,I Cant Believe It Sale,USA,Product Attachment,69.47,236,s0,c168,prod142
385,13.08,6.54,4,Save-It Sale,USA,Radio,144.38,258,s0,c189,prod142
386,6.54,2.1582,2,Sales Galore,USA,Product Attachment,149.08,284,s18,c216,prod142
387,6.54,2.7468,2,Super Duper Savers,USA,Sunday Paper,69.65,325,s18,c257,prod142
388,9.81,3.7278,3,Double Your Savings,USA,Radio,94.43,378,s40,c310,prod142
389,9.81,3.8259,3,Dimes Off,USA,"Daily Paper, Radio",131.58,397,s40,c329,prod142
390,9.81,3.4335,3,Dollar Cutters,USA,"Sunday Paper, Radio, TV",135.5,416,s58,c347,prod142
391,9.81,4.2183,3,Price Destroyers,USA,"Daily Paper, Radio",62.26,451,s58,c382,prod142
392,13.08,5.3628,4,Super Savers,USA,"Sunday Paper, Radio",64.99,456,s58,c387,prod142
393,13.08,4.3164,4,Two for One,USA,"Daily Paper, Radio, TV",57.52,459,s58,c391,prod142
394,13.08,4.578,4,Save-It Sale,USA,Daily Paper,81.79,462,s73,c394,prod142
395,13.08,4.578,4,You Save Days,USA,Bulk Mail,131.81,470,s73,c402,prod142
396,6.54,2.616,2,Price Savers,USA,Cash Register Handout,128.2,493,s73,c425,prod142
397,13.08,4.8396,4,Pick Your Savings,USA,Radio,147.17,494,s73,c426,prod142
398,6.54,3.2046,2,Super Savers,USA,"Sunday Paper, Radio",64.76,510,s73,c442,prod142
399,13.08,5.7552,4,Double Down Sale,USA,Daily Paper,55.96,522,s82,c454,prod142
400,13.08,4.4472,4,Shelf Clearing Days,USA,"Sunday Paper, Radio, TV",101.96,529,s82,c460,prod142
401,13.08,5.6244,4,Sales Galore,USA,TV,106.16,535,s82,c467,prod142
402,6.54,2.8776,2,Two Day Sale,USA,Sunday Paper,126.88,540,s82,c472,prod142
403,9.81,4.0221,3,Two Day Sale,USA,"Daily Paper, Radio",149.75,558,s82,c490,prod142
404,13.08,5.3628,4,Go For It,USA,"Daily Paper, Radio",67.01,594,s100,c526,prod142
405,13.08,5.7552,4,Free For All,USA,Daily Paper,52.06,603,s100,c535,prod142
406,9.81,3.1392,3,Shelf Clearing Days,USA,Sunday Paper,106.1,887,s113,c589,prod142
407,9.81,3.4335,3,Price Cutters,USA,Cash Register Handout,145.52,908,s113,c611,prod142
408,3.27,1.0137,1,You Save Days,USA,In-Store Coupon,95.25,983,s126,c623,prod142
409,4.26,1.7892,3,Big Time Savings,USA,In-Store Coupon,135.8,346,s40,c46,prod143
410,4.26,1.8318,3,Two for One,USA,Daily Paper,68.97,512,s82,c86,prod143
411,2.84,1.3916,2,Bag Stuffers,USA,"Daily Paper, Radio",126.62,211,s0,c141,prod143
412,2.84,1.3632,2,Cash Register Lottery,USA,"Daily Paper, Radio",59.86,229,s0,c161,prod143
413,2.84,1.3916,2,Double Down Sale,USA,TV,95.74,332,s18,c262,prod143
414,4.26,1.6614,3,Tip Top Savings,USA,Street Handout,142.58,334,s18,c265,prod143
415,4.26,1.278,3,Save-It Sale,USA,Sunday Paper,139.37,335,s18,c267,prod143
416,4.26,1.6614,3,Sales Galore,USA,Product Attachment,149.08,336,s18,c267,prod143
417,4.26,1.278,3,Weekend Markdown,USA,"Daily Paper, Radio",69.63,353,s40,c285,prod143
418,7.1,3.195,5,Big Time Savings,USA,In-Store Coupon,135.8,405,s40,c337,prod143
419,2.84,1.1076,2,Green Light Days,USA,Street Handout,133.42,433,s58,c364,prod143
420,4.26,1.917,3,Green Light Days,USA,Street Handout,133.42,436,s58,c368,prod143
421,5.68,1.7608,4,One Day Sale,USA,In-Store Coupon,93.07,438,s58,c370,prod143
422,4.26,1.8744,3,You Save Days,USA,Bulk Mail,131.81,502,s73,c434,prod143
423,4.26,1.5762,3,Double Down Sale,USA,Daily Paper,55.96,505,s73,c437,prod143
424,4.26,1.491,3,Price Savers,USA,Cash Register Handout,128.2,552,s82,c484,prod143
425,5.68,2.7832,4,Big Promo,USA,"Sunday Paper, Radio, TV",117.04,562,s82,c494,prod143
426,4.26,1.8744,3,Weekend Markdown,USA,Daily Paper,140.57,588,s100,c520,prod143
427,4.26,1.4058,3,Price Savers,USA,In-Store Coupon,81.85,608,s100,c540,prod143
428,4.26,1.4058,3,Big Promo,USA,Cash Register Handout,77.7,629,s110,c561,prod143
429,4.26,1.8318,3,Mystery Sale,USA,Bulk Mail,84.97,899,s113,c602,prod143
430,1.42,0.5112,1,You Save Days,USA,In-Store Coupon,95.25,981,s126,c621,prod143
431,2.84,0.852,2,Weekend Markdown,USA,"Sunday Paper, Radio, TV",67.51,984,s126,c624,prod143
432,5.85,1.9305,3,Two for One,USA,Product Attachment,106.2,894,s113,c121,prod145
433,5.85,2.808,3,Bag Stuffers,USA,"Daily Paper, Radio",126.62,213,s0,c145,prod145
434,7.8,2.886,4,I Cant Believe It Sale,USA,Product Attachment,69.47,214,s0,c146,prod145
435,5.85,1.9305,3,Save-It Sale,USA,Radio,144.38,257,s0,c189,prod145
436,5.85,2.223,3,Saving Days,USA,Street Handout,67.31,316,s18,c248,prod145
437,5.85,2.925,3,Double Down Sale,USA,TV,95.74,322,s18,c254,prod145
438,5.85,2.3985,3,Big Time Savings,USA,In-Store Coupon,135.8,379,s40,c311,prod145
439,7.8,3.276,4,Double Down Sale,USA,Street Handout,59.19,393,s40,c325,prod145
440,5.85,2.5155,3,Big Promo,USA,Radio,98.52,418,s58,c350,prod145
441,5.85,1.989,3,Shelf Emptiers,USA,"Daily Paper, Radio, TV",107.89,469,s73,c401,prod145
442,5.85,2.2815,3,High Roller Savings,USA,Daily Paper,101.84,504,s73,c436,prod145
443,5.85,2.925,3,Two for One,USA,Daily Paper,68.97,523,s82,c455,prod145
444,7.8,3.042,4,Fantastic Discounts,USA,Radio,137.46,549,s82,c481,prod145
445,5.85,1.989,3,Double Down Sale,USA,Daily Paper,55.96,564,s82,c496,prod145
446,7.8,2.418,4,Big Time Discounts,USA,In-Store Coupon,145.6,578,s100,c510,prod145
447,3.9,1.287,2,Price Slashers,USA,Sunday Paper,67.2,579,s100,c511,prod145
448,3.9,1.248,2,You Save Days,USA,TV,108.22,581,s100,c513,prod145
449,5.85,2.2815,3,Unbeatable Price Savers,USA,Product Attachment,124.36,584,s100,c516,prod145
450,7.8,2.652,4,Money Savers,USA,"Sunday Paper, Radio, TV",82.61,906,s113,c609,prod145
451,19.3,7.141,5,Two for One,USA,"Daily Paper, Radio, TV",57.52,407,s58,c58,prod150
452,15.44,6.4848,4,High Roller Savings,USA,"Daily Paper, Radio",84.16,218,s0,c150,prod150
453,15.44,5.7128,4,I Cant Believe It Sale,USA,Product Attachment,69.47,228,s0,c160,prod150
454,15.44,6.0216,4,Dollar Days,USA,"Daily Paper, Radio",138.81,275,s18,c207,prod150
455,15.44,4.632,4,Super Savers,USA,Cash Register Handout,71.51,308,s18,c240,prod150
456,11.58,3.5898,3,Wallet Savers,USA,"Sunday Paper, Radio, TV",79.95,422,s58,c354,prod150
457,15.44,5.404,4,Big Time Discounts,USA,In-Store Coupon,59.4,450,s58,c382,prod150
458,11.58,5.4426,3,Savings Galore,USA,"Sunday Paper, Radio",136.57,454,s58,c386,prod150
459,7.72,3.2424,2,Price Destroyers,USA,TV,135.92,468,s73,c400,prod150
460,11.58,5.5584,3,High Roller Savings,USA,Daily Paper,101.84,482,s73,c414,prod150
461,7.72,2.9336,2,Price Savers,USA,Cash Register Handout,128.2,483,s73,c415,prod150
462,7.72,3.5512,2,Price Winners,USA,"Sunday Paper, Radio",122.51,500,s73,c432,prod150
463,11.58,4.4004,3,Price Winners,USA,"Sunday Paper, Radio",122.51,506,s73,c438,prod150
464,15.44,6.4848,4,One Day Sale,USA,"Daily Paper, Radio, TV",85.88,511,s82,c443,prod150
465,11.58,3.474,3,Money Savers,USA,Cash Register Handout,53.01,576,s100,c508,prod150
466,11.58,3.7056,3,Saving Days,USA,"Daily Paper, Radio",118.36,582,s100,c514,prod150
467,11.58,3.7056,3,Green Light Days,USA,Cash Register Handout,139.19,591,s100,c523,prod150
468,3.86,1.4282,1,Unbeatable Price Savers,USA,Daily Paper,104.3,633,s110,c565,prod150
469,7.72,2.5476,2,Sale Winners,USA,Bulk Mail,108.02,637,s110,c569,prod150
470,15.44,6.3304,4,Free For All,USA,Radio,140.9,903,s113,c606,prod150
471,11.58,3.8214,3,Save-It Sale,USA,"Daily Paper, Radio",64.84,904,s113,c607,prod150
472,11.58,3.474,3,Price Slashers,USA,"Sunday Paper, Radio, TV",86.21,909,s113,c612,prod150
473,11.58,3.7056,3,Price Cutters,USA,Cash Register Handout,145.52,911,s113,c614,prod150
474,2.04,0.9792,4,Super Duper Savers,USA,Daily Paper,91.0,328,s18,c34,prod151
475,1.53,0.5661,3,Bag Stuffers,USA,"Daily Paper, Radio",126.62,219,s0,c151,prod151
476,1.53,0.6579,3,Tip Top Savings,USA,"Daily Paper, Radio, TV",54.9,230,s0,c162,prod151
477,1.53,0.6732,3,Tip Top Savings,USA,"Daily Paper, Radio, TV",54.9,248,s0,c180,prod151
478,2.04,0.714,4,Cash Register Lottery,USA,"Daily Paper, Radio, TV",55.59,249,s0,c181,prod151
479,1.02,0.4794,2,Big Promo,USA,Sunday Paper,51.12,287,s18,c219,prod151
480,2.04,0.8568,4,Double Down Sale,USA,TV,95.74,302,s18,c234,prod151
481,2.04,0.918,4,Save-It Sale,USA,Sunday Paper,139.37,329,s18,c261,prod151
482,2.04,0.9996,4,Weekend Markdown,USA,"Daily Paper, Radio",69.63,368,s40,c300,prod151
483,1.53,0.4743,3,Two Day Sale,USA,Radio,91.28,396,s40,c328,prod151
484,1.53,0.5355,3,Super Duper Savers,USA,"Sunday Paper, Radio",80.0,404,s40,c336,prod151
485,1.53,0.6885,3,Super Duper Savers,USA,Daily Paper,100.91,432,s58,c364,prod151
486,2.04,0.6528,4,Save-It Sale,USA,Daily Paper,81.79,476,s73,c408,prod151
487,1.02,0.3366,2,Dollar Days,USA,Sunday Paper,143.04,497,s73,c429,prod151
488,2.04,0.6324,4,Bye Bye Baby,USA,"Daily Paper, Radio, TV",58.16,501,s73,c433,prod151
489,1.53,0.5355,3,High Roller Savings,USA,"Sunday Paper, Radio, TV",95.55,520,s82,c452,prod151
490,1.53,0.4896,3,You Save Days,USA,Bulk Mail,131.81,539,s82,c471,prod151
491,1.53,0.6885,3,Saving Days,USA,"Daily Paper, Radio",118.36,577,s100,c509,prod151
492,1.02,0.306,2,High Roller Savings,USA,"Daily Paper, Radio, TV",68.15,868,s113,c571,prod151
493,1.02,0.408,2,Price Destroyers,USA,"Sunday Paper, Radio",115.05,890,s113,c592,prod151
494,1.53,0.6273,3,Shelf Clearing Days,USA,In-Store Coupon,109.21,898,s113,c601,prod151
495,1.59,0.6996,3,Dollar Days,USA,"Daily Paper, Radio",138.81,265,s18,c18,prod154
496,1.59,0.7632,3,Price Savers,USA,Street Handout,115.13,295,s18,c29,prod154
497,1.06,0.4134,2,Bag Stuffers,USA,"Daily Paper, Radio",126.62,222,s0,c154,prod154
498,2.12,1.06,4,Price Savers,USA,Street Handout,115.13,277,s18,c209,prod154
499,1.06,0.3816,2,Saving Days,USA,Street Handout,67.31,288,s18,c220,prod154
500,2.12,0.7632,4,Tip Top Savings,USA,Street Handout,142.58,299,s18,c231,prod154
501,1.06,0.371,2,Price Savers,USA,"Sunday Paper, Radio",111.7,307,s18,c238,prod154
502,1.59,0.6678,3,Sales Galore,USA,Product Attachment,149.08,312,s18,c244,prod154
503,2.65,1.1925,5,Two Day Sale,USA,Radio,91.28,356,s40,c288,prod154
504,1.06,0.53,2,Price Slashers,USA,Radio,76.98,364,s40,c296,prod154
505,2.65,1.272,5,Super Savers,USA,"Sunday Paper, Radio",64.99,414,s58,c346,prod154
506,1.59,0.6042,3,Go For It,USA,Street Handout,97.45,415,s58,c347,prod154
507,2.12,0.954,4,Green Light Days,USA,Street Handout,133.42,448,s58,c380,prod154
508,1.59,0.5724,3,Two for One,USA,Daily Paper,68.97,484,s73,c416,prod154
509,1.06,0.3286,2,High Roller Savings,USA,"Sunday Paper, Radio, TV",95.55,525,s82,c457,prod154
510,1.06,0.4346,2,Two Day Sale,USA,"Daily Paper, Radio",149.75,527,s82,c459,prod154
511,1.06,0.4346,2,High Roller Savings,USA,Daily Paper,101.84,536,s82,c468,prod154
512,1.59,0.5565,3,Two for One,USA,Daily Paper,68.97,537,s82,c469,prod154
513,2.12,0.9328,4,Shelf Emptiers,USA,"Daily Paper, Radio, TV",107.89,538,s82,c470,prod154
514,1.59,0.7314,3,Price Destroyers,USA,Sunday Paper,121.44,580,s100,c512,prod154
515,1.59,0.5565,3,Go For It,USA,Product Attachment,119.3,598,s100,c530,prod154
516,1.59,0.7791,3,Saving Days,USA,"Daily Paper, Radio",118.36,599,s100,c531,prod154
517,1.59,0.6996,3,Big Time Discounts,USA,In-Store Coupon,145.6,600,s100,c531,prod154
518,1.59,0.7155,3,Green Light Days,USA,Cash Register Handout,139.19,601,s100,c533,prod154
519,2.12,0.848,4,Free For All,USA,Daily Paper,52.06,602,s100,c534,prod154
520,1.06,0.5194,2,Wallet Savers,USA,TV,139.36,628,s110,c560,prod154
521,1.06,0.4982,2,I Cant Believe It Sale,USA,"Daily Paper, Radio",115.85,979,s126,c619,prod154
522,1.06,0.477,2,Green Light Special,USA,Cash Register Handout,127.19,980,s126,c620,prod154
523,15.72,7.074,4,Wallet Savers,USA,"Sunday Paper, Radio, TV",79.95,425,s58,c64,prod156
524,15.72,7.2312,4,Cash Register Lottery,USA,"Daily Paper, Radio, TV",55.59,224,s0,c156,prod156
525,7.86,3.537,2,I Cant Believe It Sale,USA,Product Attachment,69.47,232,s0,c163,prod156
526,15.72,6.4452,4,Bag Stuffers,USA,"Daily Paper, Radio",126.62,241,s0,c173,prod156
527,7.86,3.144,2,Price Slashers,USA,"Sunday Paper, Radio, TV",54.11,242,s0,c174,prod156
528,7.86,2.5152,2,Cash Register Lottery,USA,"Daily Paper, Radio",59.86,245,s0,c175,prod156
529,7.86,3.144,2,Price Slashers,USA,"Sunday Paper, Radio, TV",54.11,262,s0,c194,prod156
530,11.79,4.716,3,Price Savers,USA,"Sunday Paper, Radio",111.7,294,s18,c226,prod156
531,7.86,3.4584,2,Sales Galore,USA,Product Attachment,149.08,301,s18,c232,prod156
532,15.72,5.3448,4,Weekend Markdown,USA,In-Store Coupon,73.05,305,s18,c237,prod156
533,7.86,2.358,2,Big Promo,USA,Sunday Paper,51.12,314,s18,c246,prod156
534,11.79,5.5413,3,Big Promo,USA,Sunday Paper,51.12,330,s18,c262,prod156
535,7.86,3.3798,2,Price Winners,USA,In-Store Coupon,94.63,331,s18,c262,prod156
536,15.72,5.1876,4,Three for One,USA,Product Attachment,122.47,345,s18,c277,prod156
537,19.65,6.288,5,Dollar Cutters,USA,"Daily Paper, Radio, TV",144.18,371,s40,c303,prod156
538,11.79,3.7728,3,Weekend Markdown,USA,"Daily Paper, Radio",69.63,385,s40,c317,prod156
539,7.86,3.6942,2,Two Day Sale,USA,Radio,91.28,401,s40,c333,prod156
540,11.79,4.9518,3,Super Savers,USA,In-Store Coupon,134.66,406,s40,c338,prod156
541,15.72,5.6592,4,Two for One,USA,"Daily Paper, Radio, TV",57.52,421,s58,c353,prod156
542,15.72,7.5456,4,Two for One,USA,Bulk Mail,86.42,441,s58,c373,prod156
543,11.79,4.8339,3,Save-It Sale,USA,Daily Paper,81.79,486,s73,c418,prod156
544,15.72,6.9168,4,Price Destroyers,USA,TV,135.92,490,s73,c422,prod156
545,11.79,5.6592,3,Shelf Emptiers,USA,"Daily Paper, Radio, TV",107.89,517,s82,c449,prod156
546,11.79,3.6549,3,Two for One,USA,Daily Paper,68.97,556,s82,c488,prod156
547,11.79,5.3055,3,Money Savers,USA,Cash Register Handout,53.01,607,s100,c539,prod156
548,11.79,5.895,3,Green Light Days,USA,Cash Register Handout,139.19,611,s100,c543,prod156
549,3.93,1.8078,1,Double Your Savings,USA,Street Handout,122.16,627,s110,c559,prod156
550,11.79,4.8339,3,Shelf Clearing Days,USA,Sunday Paper,106.1,876,s113,c579,prod156
551,15.72,7.3884,4,Mystery Sale,USA,Bulk Mail,84.97,900,s113,c603,prod156
552,6.54,2.8776,3,Two for One,USA,"Daily Paper, Radio, TV",57.52,453,s58,c70,prod158
553,6.54,3.0738,3,Bag Stuffers,USA,"Daily Paper, Radio",126.62,226,s0,c158,prod158
554,8.72,3.7496,4,Price Slashers,USA,"Sunday Paper, Radio, TV",54.11,227,s0,c159,prod158
