,marital_status,gender,total_children,education,member_card,occupation,houseowner,avg_cars_at_home_approx,avg_yearly_income,num_children_at_home,customer_id,location_id
303,M,M,3,Partial High School,Bronze,Skilled Manual,Y,1,$10K - $30K,3,c352,loc58
304,M,F,4,High School Degree,Golden,Skilled Manual,N,2,$30K - $50K,3,c353,loc58
305,S,F,4,High School Degree,Bronze,Manual,Y,2,$30K - $50K,0,c354,loc58
306,S,M,2,High School Degree,Silver,Manual,N,2,$30K - $50K,0,c355,loc58
307,M,M,3,Bachelors Degree,Golden,Professional,Y,4,$110K - $130K,3,c356,loc58
308,S,F,4,High School Degree,Bronze,Manual,N,4,$30K - $50K,0,c359,loc58
309,M,F,0,High School Degree,Bronze,Manual,Y,3,$30K - $50K,0,c361,loc58
310,S,M,1,Bachelors Degree,Bronze,Professional,N,2,$50K - $70K,0,c364,loc58
311,S,M,2,Partial College,Bronze,Management,N,2,$30K - $50K,0,c367,loc58
312,M,F,0,Partial High School,Bronze,Skilled Manual,N,3,$30K - $50K,0,c368,loc58
313,S,M,3,Partial High School,Bronze,Professional,Y,3,$90K - $110K,0,c369,loc58
314,S,F,5,Bachelors Degree,Bronze,Management,N,3,$70K - $90K,0,c370,loc58
315,S,F,1,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,c371,loc58
316,S,F,1,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,c373,loc58
317,M,F,1,Bachelors Degree,Bronze,Professional,N,2,$70K - $90K,0,c374,loc58
318,M,F,5,Bachelors Degree,Silver,Professional,Y,3,$70K - $90K,1,c375,loc58
319,M,F,0,High School Degree,Bronze,Skilled Manual,Y,1,$30K - $50K,0,c378,loc58
320,S,M,1,Partial College,Silver,Manual,Y,2,$30K - $50K,0,c379,loc58
321,S,M,4,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,c380,loc58
322,M,M,2,Bachelors Degree,Bronze,Professional,Y,4,$50K - $70K,1,c382,loc58
323,S,F,3,Bachelors Degree,Bronze,Management,Y,1,$50K - $70K,0,c384,loc58
324,S,F,2,Bachelors Degree,Bronze,Professional,Y,1,$90K - $110K,0,c386,loc58
325,M,F,4,Bachelors Degree,Bronze,Professional,Y,2,$70K - $90K,0,c387,loc58
326,M,M,4,Bachelors Degree,Silver,Professional,N,2,$130K - $150K,4,c389,loc58
327,M,M,5,Partial High School,Bronze,Management,Y,3,$70K - $90K,2,c391,loc58
328,S,M,3,Partial High School,Bronze,Professional,Y,3,$130K - $150K,0,c392,loc58
329,M,M,3,Partial High School,Normal,Manual,Y,0,$10K - $30K,1,c393,loc58
330,M,M,4,High School Degree,Normal,Professional,Y,3,$130K - $150K,3,c394,loc73
331,M,F,3,Partial High School,Golden,Professional,N,3,$90K - $110K,3,c395,loc73
332,S,M,1,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,0,c396,loc73
333,M,M,1,Bachelors Degree,Bronze,Management,N,2,$50K - $70K,1,c398,loc73
334,M,M,1,Partial High School,Normal,Manual,Y,0,$10K - $30K,1,c399,loc73
335,S,F,2,High School Degree,Bronze,Manual,Y,2,$30K - $50K,0,c400,loc73
336,S,F,3,High School Degree,Bronze,Manual,N,1,$30K - $50K,0,c401,loc73
337,M,F,4,High School Degree,Golden,Professional,Y,4,$90K - $110K,4,c402,loc73
338,S,M,1,Bachelors Degree,Bronze,Management,N,3,$70K - $90K,0,c403,loc73
339,S,M,2,Bachelors Degree,Bronze,Professional,Y,3,$50K - $70K,0,c404,loc73
340,M,M,4,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,4,c405,loc73
341,S,M,3,Partial High School,Silver,Skilled Manual,N,3,$30K - $50K,0,c406,loc73
342,S,F,5,High School Degree,Bronze,Skilled Manual,N,4,$30K - $50K,0,c407,loc73
343,S,M,4,Partial High School,Normal,Skilled Manual,N,0,$10K - $30K,0,c408,loc73
344,M,M,2,High School Degree,Bronze,Professional,Y,1,$130K - $150K,0,c409,loc73
345,M,F,4,Partial College,Golden,Professional,Y,3,$30K - $50K,4,c410,loc73
346,M,F,2,Bachelors Degree,Normal,Professional,N,0,$10K - $30K,1,c411,loc73
347,S,M,4,Bachelors Degree,Normal,Professional,Y,1,$10K - $30K,0,c412,loc73
348,M,F,1,Partial High School,Silver,Professional,Y,3,$110K - $130K,1,c413,loc73
349,S,M,4,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,c414,loc73
350,S,M,0,Graduate Degree,Bronze,Professional,Y,4,$50K - $70K,0,c415,loc73
351,S,M,1,Partial High School,Normal,Manual,Y,0,$10K - $30K,0,c416,loc73
352,M,M,1,High School Degree,Bronze,Manual,N,2,$30K - $50K,0,c417,loc73
353,M,F,1,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,1,c418,loc73
354,S,F,4,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,c419,loc73
355,S,M,3,High School Degree,Silver,Manual,N,2,$30K - $50K,0,c420,loc73
356,S,F,0,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,c421,loc73
357,M,F,1,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,1,c422,loc73
358,S,M,0,Bachelors Degree,Bronze,Professional,N,3,$50K - $70K,0,c423,loc73
359,S,M,2,High School Degree,Silver,Professional,N,1,$150K +,0,c424,loc73
360,M,F,2,Partial High School,Normal,Skilled Manual,N,2,$10K - $30K,2,c425,loc73
361,M,M,4,High School Degree,Golden,Skilled Manual,Y,4,$30K - $50K,1,c426,loc73
362,S,M,0,Partial High School,Silver,Management,N,1,$110K - $130K,0,c427,loc73
363,S,M,4,Bachelors Degree,Bronze,Professional,Y,2,$30K - $50K,0,c428,loc73
364,S,M,1,Partial College,Bronze,Professional,N,3,$30K - $50K,0,c429,loc73
365,M,M,2,Bachelors Degree,Bronze,Professional,Y,3,$90K - $110K,2,c430,loc73
366,S,M,3,Partial High School,Normal,Manual,Y,2,$10K - $30K,0,c431,loc73
367,S,F,1,Partial High School,Normal,Manual,N,0,$10K - $30K,0,c432,loc73
368,M,M,1,Graduate Degree,Bronze,Professional,Y,2,$70K - $90K,1,c433,loc73
369,S,M,0,High School Degree,Silver,Skilled Manual,Y,3,$30K - $50K,0,c434,loc73
370,M,F,3,Partial High School,Golden,Skilled Manual,N,1,$10K - $30K,1,c435,loc73
371,S,M,2,Bachelors Degree,Bronze,Professional,N,3,$70K - $90K,0,c436,loc73
372,M,M,0,Partial High School,Normal,Skilled Manual,N,2,$10K - $30K,0,c437,loc73
373,S,F,2,Partial College,Bronze,Management,Y,3,$90K - $110K,0,c438,loc73
374,M,M,4,Bachelors Degree,Bronze,Professional,Y,3,$30K - $50K,2,c439,loc73
375,M,F,3,Partial College,Bronze,Professional,Y,3,$130K - $150K,2,c440,loc73
376,S,F,4,Bachelors Degree,Bronze,Management,N,2,$70K - $90K,0,c441,loc73
377,S,M,4,High School Degree,Silver,Management,Y,1,$110K - $130K,0,c442,loc73
378,M,M,0,Partial College,Silver,Skilled Manual,N,3,$30K - $50K,0,c443,loc82
379,S,M,5,High School Degree,Bronze,Manual,Y,4,$30K - $50K,0,c445,loc82
380,S,M,2,Graduate Degree,Bronze,Professional,Y,2,$70K - $90K,0,c446,loc82
381,S,M,2,Partial High School,Bronze,Professional,Y,2,$110K - $130K,0,c447,loc82
382,M,F,3,Bachelors Degree,Silver,Professional,N,2,$50K - $70K,1,c449,loc82
383,S,F,2,High School Degree,Normal,Manual,N,2,$50K - $70K,0,c450,loc82
384,M,F,0,High School Degree,Normal,Manual,Y,1,$10K - $30K,0,c451,loc82
385,M,F,5,Partial High School,Golden,Professional,Y,3,$130K - $150K,4,c452,loc82
386,M,M,3,Partial High School,Silver,Manual,Y,0,$10K - $30K,2,c453,loc82
387,M,F,3,Bachelors Degree,Silver,Professional,Y,2,$50K - $70K,3,c454,loc82
388,M,M,0,Bachelors Degree,Normal,Management,N,2,$50K - $70K,0,c455,loc82
389,S,F,2,Partial High School,Bronze,Manual,N,4,$30K - $50K,0,c456,loc82
390,S,M,0,Partial College,Bronze,Skilled Manual,Y,3,$30K - $50K,0,c457,loc82
391,S,M,2,Graduate Degree,Bronze,Professional,N,2,$130K - $150K,0,c458,loc82
392,M,M,0,Partial College,Bronze,Professional,Y,1,$30K - $50K,0,c459,loc82
393,S,M,4,Bachelors Degree,Bronze,Management,N,4,$70K - $90K,0,c460,loc82
394,M,M,1,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,1,c462,loc82
395,S,F,2,Partial High School,Normal,Manual,Y,2,$10K - $30K,0,c463,loc82
396,M,F,4,Partial High School,Normal,Manual,N,2,$10K - $30K,1,c465,loc82
397,S,F,3,Partial High School,Bronze,Skilled Manual,N,3,$30K - $50K,0,c467,loc82
398,S,F,2,Partial College,Bronze,Professional,Y,2,$110K - $130K,0,c468,loc82
399,M,M,2,Partial High School,Normal,Manual,Y,1,$10K - $30K,2,c469,loc82
400,S,M,3,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,c470,loc82
401,S,M,3,Bachelors Degree,Silver,Professional,N,3,$130K - $150K,0,c471,loc82
402,S,F,3,High School Degree,Bronze,Manual,N,2,$30K - $50K,0,c472,loc82
403,M,M,2,Bachelors Degree,Bronze,Management,N,3,$50K - $70K,1,c473,loc82
404,S,M,5,High School Degree,Golden,Professional,N,2,$70K - $90K,0,c475,loc82
405,M,M,5,Bachelors Degree,Bronze,Professional,Y,3,$50K - $70K,0,c476,loc82
406,S,M,2,Partial High School,Normal,Manual,N,0,$10K - $30K,0,c477,loc82
407,S,M,2,Bachelors Degree,Silver,Professional,N,3,$150K +,0,c478,loc82
408,S,F,2,Graduate Degree,Bronze,Professional,Y,2,$70K - $90K,0,c479,loc82
409,M,F,0,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,0,c480,loc82
410,M,M,4,Partial High School,Normal,Manual,Y,2,$50K - $70K,4,c481,loc82
411,S,F,1,Bachelors Degree,Silver,Professional,N,3,$150K +,0,c482,loc82
412,S,F,2,Bachelors Degree,Bronze,Professional,Y,4,$50K - $70K,0,c483,loc82
413,S,M,4,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,0,c484,loc82
414,S,F,1,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,0,c485,loc82
415,S,M,1,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,0,c486,loc82
416,M,M,4,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,2,c487,loc82
417,S,F,1,Graduate Degree,Bronze,Professional,Y,2,$110K - $130K,0,c488,loc82
418,M,M,3,Partial High School,Bronze,Manual,N,3,$30K - $50K,1,c489,loc82
419,M,M,1,Partial High School,Silver,Management,Y,1,$110K - $130K,1,c490,loc82
420,S,F,3,High School Degree,Bronze,Management,Y,2,$130K - $150K,0,c491,loc82
421,M,F,4,Partial High School,Golden,Skilled Manual,Y,4,$30K - $50K,4,c492,loc82
422,S,F,1,High School Degree,Bronze,Manual,N,2,$30K - $50K,0,c493,loc82
423,M,F,4,Partial High School,Normal,Manual,Y,2,$10K - $30K,4,c494,loc82
424,M,M,1,Graduate Degree,Bronze,Management,N,2,$70K - $90K,1,c495,loc82
425,M,F,4,High School Degree,Normal,Skilled Manual,Y,3,$30K - $50K,4,c496,loc82
426,S,F,3,Partial High School,Silver,Professional,Y,4,$90K - $110K,0,c497,loc82
427,S,M,1,High School Degree,Bronze,Manual,Y,3,$30K - $50K,0,c498,loc82
428,M,F,5,Partial College,Golden,Professional,N,3,$30K - $50K,5,c499,loc82
429,S,F,2,Bachelors Degree,Normal,Professional,N,3,$50K - $70K,0,c500,loc82
430,M,M,4,High School Degree,Silver,Professional,Y,3,$110K - $130K,3,c501,loc100
431,M,F,0,Graduate Degree,Silver,Professional,Y,3,$70K - $90K,0,c502,loc100
432,M,M,4,High School Degree,Silver,Manual,Y,3,$30K - $50K,4,c503,loc100
433,M,M,1,Graduate Degree,Bronze,Professional,Y,4,$130K - $150K,1,c504,loc100
434,M,F,1,Graduate Degree,Bronze,Professional,Y,1,$70K - $90K,0,c505,loc100
435,M,F,2,Partial High School,Golden,Professional,N,3,$90K - $110K,2,c507,loc100
436,M,F,0,Graduate Degree,Bronze,Management,Y,2,$90K - $110K,0,c508,loc100
437,S,M,3,High School Degree,Bronze,Manual,Y,4,$30K - $50K,0,c509,loc100
438,S,F,4,High School Degree,Bronze,Management,Y,2,$110K - $130K,0,c510,loc100
439,S,M,4,Partial College,Bronze,Clerical,Y,2,$50K - $70K,0,c511,loc100
440,S,F,4,High School Degree,Bronze,Manual,Y,3,$30K - $50K,0,c512,loc100
441,S,F,2,High School Degree,Bronze,Skilled Manual,Y,4,$30K - $50K,0,c513,loc100
442,M,F,4,High School Degree,Bronze,Management,Y,2,$110K - $130K,2,c514,loc100
443,S,F,2,High School Degree,Normal,Manual,N,2,$30K - $50K,0,c515,loc100
444,S,M,4,High School Degree,Bronze,Professional,N,3,$70K - $90K,0,c516,loc100
445,S,F,2,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,c517,loc100
446,S,M,5,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,0,c518,loc100
447,S,F,2,Bachelors Degree,Bronze,Professional,N,2,$50K - $70K,0,c519,loc100
448,M,F,1,Bachelors Degree,Bronze,Management,Y,2,$50K - $70K,1,c520,loc100
449,S,M,2,Partial High School,Normal,Skilled Manual,N,0,$10K - $30K,0,c521,loc100
450,S,F,4,Bachelors Degree,Bronze,Management,Y,3,$50K - $70K,0,c522,loc100
451,S,M,2,Bachelors Degree,Bronze,Management,Y,3,$70K - $90K,0,c523,loc100
452,M,F,5,Partial High School,Normal,Manual,Y,1,$10K - $30K,3,c524,loc100
453,S,F,4,High School Degree,Bronze,Manual,N,3,$30K - $50K,0,c525,loc100
454,M,F,1,High School Degree,Bronze,Manual,N,4,$30K - $50K,1,c526,loc100
455,S,F,2,Graduate Degree,Bronze,Professional,Y,2,$90K - $110K,0,c527,loc100
456,S,F,2,High School Degree,Bronze,Manual,N,3,$30K - $50K,0,c529,loc100
457,M,M,5,Bachelors Degree,Golden,Management,Y,3,$50K - $70K,5,c530,loc100
458,M,F,2,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,2,c531,loc100
459,M,M,3,High School Degree,Bronze,Skilled Manual,Y,4,$30K - $50K,2,c533,loc100
460,M,M,5,Partial College,Golden,Skilled Manual,Y,2,$30K - $50K,3,c534,loc100
461,S,M,2,High School Degree,Silver,Manual,N,3,$30K - $50K,0,c535,loc100
462,M,F,0,Bachelors Degree,Golden,Professional,N,2,$50K - $70K,0,c536,loc100
463,M,M,4,Bachelors Degree,Bronze,Professional,Y,2,$70K - $90K,1,c537,loc100
464,M,M,3,High School Degree,Bronze,Professional,Y,3,$90K - $110K,2,c538,loc100
465,M,F,0,High School Degree,Bronze,Skilled Manual,Y,4,$30K - $50K,0,c539,loc100
466,M,F,1,Partial College,Bronze,Skilled Manual,Y,3,$30K - $50K,1,c540,loc100
467,M,F,2,Partial High School,Golden,Professional,N,3,$150K +,2,c541,loc100
468,M,M,3,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,1,c542,loc100
469,S,M,0,Bachelors Degree,Silver,Professional,Y,2,$50K - $70K,0,c543,loc100
470,M,M,4,Partial High School,Normal,Manual,Y,1,$10K - $30K,4,c544,loc100
471,S,F,5,Bachelors Degree,Normal,Management,Y,1,$70K - $90K,0,c545,loc100
472,S,M,4,High School Degree,Bronze,Manual,N,4,$30K - $50K,0,c546,loc100
473,S,F,5,High School Degree,Normal,Skilled Manual,N,4,$30K - $50K,0,c547,loc100
474,S,F,4,Bachelors Degree,Bronze,Professional,Y,1,$110K - $130K,0,c548,loc100
475,S,F,5,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,c549,loc100
476,S,F,0,Partial High School,Silver,Manual,N,2,$30K - $50K,0,c550,loc100
477,M,F,3,Partial College,Bronze,Skilled Manual,Y,4,$30K - $50K,2,c551,loc100
478,S,M,0,Bachelors Degree,Normal,Professional,Y,2,$50K - $70K,0,c552,loc100
479,M,F,4,Partial High School,Normal,Manual,N,1,$10K - $30K,4,c553,loc100
480,S,F,2,Partial High School,Normal,Manual,N,1,$10K - $30K,0,c554,loc100
481,M,F,3,Bachelors Degree,Bronze,Professional,Y,4,$70K - $90K,2,c555,loc100
482,M,F,3,High School Degree,Bronze,Manual,N,3,$30K - $50K,2,c556,loc100
483,S,M,3,Partial High School,Normal,Manual,N,1,$10K - $30K,0,c557,loc100
484,S,M,4,High School Degree,Bronze,Skilled Manual,N,4,$30K - $50K,0,c558,loc100
485,S,M,4,Graduate Degree,Bronze,Professional,N,2,$70K - $90K,0,c559,loc110
486,M,F,3,Bachelors Degree,Golden,Management,Y,2,$50K - $70K,3,c560,loc110
487,M,F,5,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,1,c561,loc110
488,S,M,2,High School Degree,Bronze,Skilled Manual,N,1,$30K - $50K,0,c562,loc110
489,M,F,3,Bachelors Degree,Golden,Management,Y,3,$50K - $70K,0,c563,loc110
490,M,F,3,Partial High School,Silver,Manual,Y,1,$10K - $30K,2,c564,loc110
491,S,F,4,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,c565,loc110
492,S,M,5,Partial College,Bronze,Professional,N,3,$30K - $50K,0,c566,loc110
493,M,M,4,Partial High School,Golden,Management,Y,3,$150K +,4,c567,loc110
494,S,F,4,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,0,c568,loc110
495,S,F,0,Partial High School,Normal,Manual,N,1,$10K - $30K,0,c569,loc110
496,M,M,5,High School Degree,Golden,Skilled Manual,Y,4,$30K - $50K,4,c570,loc113
497,M,M,3,High School Degree,Golden,Manual,N,4,$30K - $50K,3,c571,loc113
498,S,F,4,High School Degree,Bronze,Skilled Manual,N,1,$30K - $50K,0,c572,loc113
499,S,F,1,Partial High School,Normal,Manual,N,2,$10K - $30K,0,c574,loc113
500,M,F,1,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,1,c575,loc113
501,S,M,3,Bachelors Degree,Bronze,Professional,N,3,$50K - $70K,0,c576,loc113
502,M,M,2,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,2,c577,loc113
503,S,M,0,Partial College,Bronze,Clerical,Y,3,$30K - $50K,0,c578,loc113
504,S,M,1,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,0,c579,loc113
505,M,M,1,Bachelors Degree,Bronze,Management,Y,3,$90K - $110K,0,c580,loc113
506,M,F,1,Partial High School,Bronze,Manual,N,3,$50K - $70K,1,c581,loc113
507,S,F,1,High School Degree,Normal,Professional,N,1,$70K - $90K,0,c582,loc113
508,S,F,4,High School Degree,Bronze,Manual,N,4,$30K - $50K,0,c583,loc113
509,S,F,0,Partial College,Bronze,Professional,Y,4,$30K - $50K,0,c584,loc113
510,S,F,2,Bachelors Degree,Bronze,Professional,N,2,$30K - $50K,0,c586,loc113
511,M,M,0,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,c587,loc113
512,S,F,3,Bachelors Degree,Bronze,Management,N,3,$50K - $70K,0,c589,loc113
513,M,M,4,Partial High School,Bronze,Professional,Y,1,$90K - $110K,1,c591,loc113
514,S,M,0,Bachelors Degree,Golden,Professional,Y,3,$50K - $70K,0,c592,loc113
515,M,M,2,Graduate Degree,Bronze,Professional,Y,3,$70K - $90K,0,c594,loc113
516,S,F,0,Bachelors Degree,Silver,Management,Y,3,$150K +,0,c595,loc113
517,M,M,2,Bachelors Degree,Bronze,Professional,Y,1,$50K - $70K,2,c596,loc113
518,S,F,1,Bachelors Degree,Bronze,Professional,Y,4,$50K - $70K,0,c598,loc113
519,M,M,3,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,1,c599,loc113
520,S,M,2,Partial High School,Golden,Skilled Manual,Y,2,$30K - $50K,0,c600,loc113
521,M,M,0,High School Degree,Bronze,Manual,Y,4,$30K - $50K,0,c601,loc113
522,S,M,4,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,c602,loc113
523,M,M,5,High School Degree,Bronze,Skilled Manual,Y,4,$30K - $50K,1,c603,loc113
524,S,F,4,Graduate Degree,Bronze,Management,Y,1,$130K - $150K,0,c604,loc113
525,S,M,3,Bachelors Degree,Bronze,Management,N,3,$70K - $90K,0,c605,loc113
526,S,F,2,Bachelors Degree,Bronze,Professional,Y,2,$110K - $130K,0,c606,loc113
527,S,F,0,Partial High School,Normal,Skilled Manual,N,2,$10K - $30K,0,c607,loc113
528,S,M,5,High School Degree,Bronze,Professional,Y,4,$130K - $150K,0,c608,loc113
529,S,F,1,High School Degree,Golden,Skilled Manual,Y,3,$30K - $50K,0,c609,loc113
530,M,F,1,Partial College,Bronze,Management,N,1,$30K - $50K,0,c611,loc113
531,M,F,3,Partial College,Bronze,Skilled Manual,Y,3,$30K - $50K,3,c612,loc113
532,M,M,1,Partial High School,Normal,Manual,Y,1,$10K - $30K,1,c613,loc113
533,S,M,5,Bachelors Degree,Silver,Professional,N,3,$70K - $90K,0,c614,loc113
534,M,F,4,Graduate Degree,Silver,Management,Y,4,$70K - $90K,4,c615,loc113
535,S,M,2,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,0,c616,loc113
536,M,F,2,Partial High School,Normal,Manual,Y,2,$10K - $30K,1,c617,loc113
537,M,F,4,Partial High School,Normal,Manual,Y,1,$10K - $30K,2,c618,loc126
538,M,F,5,Partial High School,Golden,Manual,Y,4,$30K - $50K,5,c619,loc126
539,M,F,1,High School Degree,Silver,Manual,N,3,$30K - $50K,1,c620,loc126
540,M,F,4,Graduate Degree,Golden,Professional,Y,3,$90K - $110K,4,c621,loc126
541,M,M,4,Partial High School,Golden,Skilled Manual,Y,2,$30K - $50K,4,c622,loc126
542,S,M,4,Bachelors Degree,Bronze,Professional,N,1,$50K - $70K,0,c623,loc126
543,M,M,2,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,1,c624,loc126
544,S,M,4,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,c625,loc126
545,S,M,3,Partial High School,Normal,Manual,Y,2,$10K - $30K,0,c626,loc0
546,S,M,1,Graduate Degree,Bronze,Professional,Y,2,$70K - $90K,0,c627,loc0
547,M,F,4,High School Degree,Normal,Skilled Manual,N,3,$30K - $50K,1,c628,loc0
548,M,M,3,Bachelors Degree,Golden,Management,Y,4,$50K - $70K,3,c629,loc0
549,S,M,4,High School Degree,Bronze,Manual,N,3,$30K - $50K,0,c630,loc0
550,M,M,0,Partial High School,Bronze,Management,Y,1,$130K - $150K,0,c631,loc0
551,M,F,4,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,2,c635,loc0
552,M,F,2,Partial High School,Golden,Manual,N,1,$10K - $30K,2,c636,loc0
553,S,F,3,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,0,c637,loc0
554,S,M,3,High School Degree,Bronze,Manual,N,2,$30K - $50K,0,c638,loc0
555,M,M,4,Partial High School,Golden,Manual,Y,2,$30K - $50K,4,c639,loc0
556,M,M,3,Bachelors Degree,Bronze,Professional,N,4,$50K - $70K,2,c640,loc0
557,S,F,4,High School Degree,Normal,Manual,N,2,$30K - $50K,0,c641,loc0
558,S,M,3,Bachelors Degree,Bronze,Professional,Y,2,$70K - $90K,0,c642,loc0
559,M,F,1,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,1,c643,loc0
560,M,F,4,High School Degree,Golden,Skilled Manual,Y,3,$30K - $50K,4,c646,loc0
561,M,M,3,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,3,c648,loc18
562,M,F,1,Partial High School,Normal,Skilled Manual,N,0,$10K - $30K,1,c650,loc18
563,S,F,5,High School Degree,Bronze,Management,Y,1,$70K - $90K,0,c651,loc18
564,M,M,5,Bachelors Degree,Golden,Professional,Y,4,$50K - $70K,3,c654,loc18
565,S,M,2,Bachelors Degree,Bronze,Professional,Y,3,$50K - $70K,0,c657,loc18
566,S,M,5,Bachelors Degree,Bronze,Professional,Y,1,$70K - $90K,0,c658,loc18
567,M,F,2,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,1,c659,loc18
568,S,M,4,High School Degree,Bronze,Skilled Manual,Y,4,$30K - $50K,0,c663,loc40
569,M,F,3,Bachelors Degree,Bronze,Management,Y,1,$50K - $70K,0,c664,loc40
570,S,F,1,Partial College,Bronze,Professional,Y,1,$90K - $110K,0,c665,loc40
571,M,F,3,High School Degree,Normal,Skilled Manual,Y,3,$30K - $50K,3,c666,loc40
572,M,F,1,Partial High School,Silver,Manual,Y,1,$10K - $30K,1,c668,loc40
573,S,M,2,High School Degree,Bronze,Management,N,2,$70K - $90K,0,c669,loc40
574,S,M,3,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,c670,loc40
575,S,M,1,High School Degree,Silver,Skilled Manual,N,2,$30K - $50K,0,c671,loc40
576,M,F,3,Bachelors Degree,Bronze,Professional,Y,1,$30K - $50K,2,c672,loc40
577,S,F,1,Partial High School,Normal,Manual,Y,0,$10K - $30K,0,c673,loc40
578,M,F,3,Partial High School,Normal,Manual,Y,2,$10K - $30K,3,c674,loc40
579,M,F,4,Graduate Degree,Bronze,Professional,Y,2,$70K - $90K,1,c675,loc40
580,M,F,4,High School Degree,Bronze,Manual,Y,3,$30K - $50K,1,c676,loc40
581,S,M,2,High School Degree,Bronze,Manual,N,3,$30K - $50K,0,c677,loc40
582,M,M,3,High School Degree,Normal,Manual,Y,3,$30K - $50K,3,c678,loc40
583,M,F,4,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,1,c683,loc58
584,M,F,5,High School Degree,Silver,Professional,Y,3,$130K - $150K,5,c685,loc58
585,M,M,5,High School Degree,Golden,Skilled Manual,Y,4,$30K - $50K,5,c686,loc58
586,S,M,1,Partial High School,Normal,Manual,N,1,$10K - $30K,0,c688,loc58
587,S,F,4,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,c689,loc58
588,M,F,4,High School Degree,Normal,Manual,N,0,$10K - $30K,2,c690,loc58
589,S,M,4,Bachelors Degree,Bronze,Professional,Y,3,$50K - $70K,0,c692,loc73
590,M,M,2,Bachelors Degree,Golden,Professional,Y,1,$70K - $90K,0,c693,loc73
591,M,M,2,Partial High School,Bronze,Manual,Y,4,$30K - $50K,0,c694,loc73
