"store_city","store_state","store_type","store_sales_in_millions"
"Salem","OR","Deluxe Supermarket",1.56
"San Francisco","CA","Small Grocery",1.56
"Seattle","WA","Supermarket",1.56
"Spokane","WA","Supermarket",1.56
"Tacoma","WA","Deluxe Supermarket",1.56
"Vancouver","BC","Deluxe Supermarket",1.56
"Victoria","BC","Mid-Size Grocery",1.56
"Bellingham","WA","Small Grocery",1.57
"San Francisco","CA","Small Grocery",1.57
"Acapulco","Guerrero","Supermarket",1.58
"Bellingham","WA","Small Grocery",1.58
"Beverly Hills","CA","Gourmet Supermarket",1.58
"Bremerton","WA","Supermarket",1.58
"Camacho","Zacatecas","Gourmet Supermarket",1.58
"Guadalajara","Jalisco","Small Grocery",1.58
"Hidalgo","Zacatecas","Deluxe Supermarket",1.58
"Hidalgo","Zacatecas","Mid-Size Grocery",1.58
"Los Angeles","CA","Supermarket",1.58
"Merida","Yucatan","Deluxe Supermarket",1.58
"Mexico City","DF","Mid-Size Grocery",1.58
"Portland","OR","Supermarket",1.58
"San Francisco","CA","Small Grocery",1.58
"Seattle","WA","Supermarket",1.58
"Spokane","WA","Supermarket",1.58
"Vancouver","BC","Deluxe Supermarket",1.58
"Acapulco","Guerrero","Supermarket",1.59
"Beverly Hills","CA","Gourmet Supermarket",1.59
"Bremerton","WA","Supermarket",1.59
"Camacho","Zacatecas","Gourmet Supermarket",1.59
"Hidalgo","Zacatecas","Deluxe Supermarket",1.59
"Hidalgo","Zacatecas","Mid-Size Grocery",1.59
"Los Angeles","CA","Supermarket",1.59
"Merida","Yucatan","Deluxe Supermarket",1.59
"Mexico City","DF","Mid-Size Grocery",1.59
"Orizaba","Veracruz","Supermarket",1.59
"Portland","OR","Supermarket",1.59
"Salem","OR","Deluxe Supermarket",1.59
"San Francisco","CA","Small Grocery",1.59
"Seattle","WA","Supermarket",1.59
"Spokane","WA","Supermarket",1.59
"Tacoma","WA","Deluxe Supermarket",1.59
"Vancouver","BC","Deluxe Supermarket",1.59
"Victoria","BC","Mid-Size Grocery",1.59
"Acapulco","Guerrero","Supermarket",1.6
"Bellingham","WA","Small Grocery",1.6
"Beverly Hills","CA","Gourmet Supermarket",1.6
"Bremerton","WA","Supermarket",1.6
"Camacho","Zacatecas","Gourmet Supermarket",1.6
"Guadalajara","Jalisco","Small Grocery",1.6
"Hidalgo","Zacatecas","Deluxe Supermarket",1.6
"Hidalgo","Zacatecas","Mid-Size Grocery",1.6
"Los Angeles","CA","Supermarket",1.6
"Orizaba","Veracruz","Supermarket",1.6
"Portland","OR","Supermarket",1.6
"Salem","OR","Deluxe Supermarket",1.6
"San Francisco","CA","Small Grocery",1.6
"Seattle","WA","Supermarket",1.6
"Tacoma","WA","Deluxe Supermarket",1.6
"Vancouver","BC","Deluxe Supermarket",1.6
"Guadalajara","Jalisco","Small Grocery",1.61
"San Francisco","CA","Small Grocery",1.61
"Acapulco","Guerrero","Supermarket",1.62
"Bellingham","WA","Small Grocery",1.62
"Beverly Hills","CA","Gourmet Supermarket",1.62
"Bremerton","WA","Supermarket",1.62
"Camacho","Zacatecas","Gourmet Supermarket",1.62
"Guadalajara","Jalisco","Small Grocery",1.62
"Hidalgo","Zacatecas","Deluxe Supermarket",1.62
"Hidalgo","Zacatecas","Mid-Size Grocery",1.62
"Los Angeles","CA","Supermarket",1.62
"Merida","Yucatan","Deluxe Supermarket",1.62
"Mexico City","DF","Mid-Size Grocery",1.62
"Orizaba","Veracruz","Supermarket",1.62
"Portland","OR","Supermarket",1.62
"Salem","OR","Deluxe Supermarket",1.62
"San Francisco","CA","Small Grocery",1.62
"Seattle","WA","Supermarket",1.62
"Spokane","WA","Supermarket",1.62
"Tacoma","WA","Deluxe Supermarket",1.62
"Vancouver","BC","Deluxe Supermarket",1.62
"Bellingham","WA","Small Grocery",1.63
"Bellingham","WA","Small Grocery",1.64
"Beverly Hills","CA","Gourmet Supermarket",1.64
"Bremerton","WA","Supermarket",1.64
"Camacho","Zacatecas","Gourmet Supermarket",1.64
"Guadalajara","Jalisco","Small Grocery",1.64
"Hidalgo","Zacatecas","Deluxe Supermarket",1.64
"Merida","Yucatan","Deluxe Supermarket",1.64
"Mexico City","DF","Mid-Size Grocery",1.64
"Portland","OR","Supermarket",1.64
"Salem","OR","Deluxe Supermarket",1.64
"San Francisco","CA","Small Grocery",1.64
"Seattle","WA","Supermarket",1.64
"Spokane","WA","Supermarket",1.64
"Tacoma","WA","Deluxe Supermarket",1.64
"Vancouver","BC","Deluxe Supermarket",1.64
"Acapulco","Guerrero","Supermarket",1.65
"Bellingham","WA","Small Grocery",1.65
"Beverly Hills","CA","Gourmet Supermarket",1.65
"Bremerton","WA","Supermarket",1.65
"Camacho","Zacatecas","Gourmet Supermarket",1.65
"Hidalgo","Zacatecas","Deluxe Supermarket",1.65
"Hidalgo","Zacatecas","Mid-Size Grocery",1.65
"Los Angeles","CA","Supermarket",1.65
"Merida","Yucatan","Deluxe Supermarket",1.65
"Mexico City","DF","Mid-Size Grocery",1.65
"Orizaba","Veracruz","Supermarket",1.65
"Portland","OR","Supermarket",1.65
"Salem","OR","Deluxe Supermarket",1.65
"San Francisco","CA","Small Grocery",1.65
"Seattle","WA","Supermarket",1.65
"Spokane","WA","Supermarket",1.65
"Tacoma","WA","Deluxe Supermarket",1.65
"Vancouver","BC","Deluxe Supermarket",1.65
"Victoria","BC","Mid-Size Grocery",1.65
"Bellingham","WA","Small Grocery",1.66
"Beverly Hills","CA","Gourmet Supermarket",1.66
"Bremerton","WA","Supermarket",1.66
"Camacho","Zacatecas","Gourmet Supermarket",1.66
"Guadalajara","Jalisco","Small Grocery",1.66
"Hidalgo","Zacatecas","Deluxe Supermarket",1.66
"Los Angeles","CA","Supermarket",1.66
"Merida","Yucatan","Deluxe Supermarket",1.66
"Mexico City","DF","Mid-Size Grocery",1.66
"Orizaba","Veracruz","Supermarket",1.66
"Portland","OR","Supermarket",1.66
"Salem","OR","Deluxe Supermarket",1.66
"San Francisco","CA","Small Grocery",1.66
"Seattle","WA","Supermarket",1.66
"Spokane","WA","Supermarket",1.66
"Tacoma","WA","Deluxe Supermarket",1.66
"Vancouver","BC","Deluxe Supermarket",1.66
"Victoria","BC","Mid-Size Grocery",1.66
"Guadalajara","Jalisco","Small Grocery",1.67
"Acapulco","Guerrero","Supermarket",1.68
"Bellingham","WA","Small Grocery",1.68
"Beverly Hills","CA","Gourmet Supermarket",1.68
"Bremerton","WA","Supermarket",1.68
"Camacho","Zacatecas","Gourmet Supermarket",1.68
"Guadalajara","Jalisco","Small Grocery",1.68
"Hidalgo","Zacatecas","Deluxe Supermarket",1.68
"Hidalgo","Zacatecas","Mid-Size Grocery",1.68
"Los Angeles","CA","Supermarket",1.68
"Merida","Yucatan","Deluxe Supermarket",1.68
"Mexico City","DF","Mid-Size Grocery",1.68
"Orizaba","Veracruz","Supermarket",1.68
"Portland","OR","Supermarket",1.68
"Salem","OR","Deluxe Supermarket",1.68
"San Francisco","CA","Small Grocery",1.68
"Seattle","WA","Supermarket",1.68
"Spokane","WA","Supermarket",1.68
"Tacoma","WA","Deluxe Supermarket",1.68
"Vancouver","BC","Deluxe Supermarket",1.68
"Guadalajara","Jalisco","Small Grocery",1.69
"Acapulco","Guerrero","Supermarket",1.7
"Bellingham","WA","Small Grocery",1.7
"Camacho","Zacatecas","Gourmet Supermarket",1.7
"Hidalgo","Zacatecas","Deluxe Supermarket",1.7
"Los Angeles","CA","Supermarket",1.7
"Merida","Yucatan","Deluxe Supermarket",1.7
"Portland","OR","Supermarket",1.7
"Seattle","WA","Supermarket",1.7
"Spokane","WA","Supermarket",1.7
"Tacoma","WA","Deluxe Supermarket",1.7
"Vancouver","BC","Deluxe Supermarket",1.7
"Victoria","BC","Mid-Size Grocery",1.7
"Acapulco","Guerrero","Supermarket",1.71
"Bellingham","WA","Small Grocery",1.71
"Beverly Hills","CA","Gourmet Supermarket",1.71
"Bremerton","WA","Supermarket",1.71
"Camacho","Zacatecas","Gourmet Supermarket",1.71
"Hidalgo","Zacatecas","Deluxe Supermarket",1.71
"Hidalgo","Zacatecas","Mid-Size Grocery",1.71
"Los Angeles","CA","Supermarket",1.71
"Merida","Yucatan","Deluxe Supermarket",1.71
"Mexico City","DF","Mid-Size Grocery",1.71
"Orizaba","Veracruz","Supermarket",1.71
"Portland","OR","Supermarket",1.71
"Salem","OR","Deluxe Supermarket",1.71
"San Francisco","CA","Small Grocery",1.71
"Seattle","WA","Supermarket",1.71
"Spokane","WA","Supermarket",1.71
"Tacoma","WA","Deluxe Supermarket",1.71
"Vancouver","BC","Deluxe Supermarket",1.71
"Victoria","BC","Mid-Size Grocery",1.71
"Acapulco","Guerrero","Supermarket",1.72
"Bellingham","WA","Small Grocery",1.72
"Beverly Hills","CA","Gourmet Supermarket",1.72
"Bremerton","WA","Supermarket",1.72
"Camacho","Zacatecas","Gourmet Supermarket",1.72
"Hidalgo","Zacatecas","Deluxe Supermarket",1.72
"Hidalgo","Zacatecas","Mid-Size Grocery",1.72
"Los Angeles","CA","Supermarket",1.72
"Merida","Yucatan","Deluxe Supermarket",1.72
"Mexico City","DF","Mid-Size Grocery",1.72
"Orizaba","Veracruz","Supermarket",1.72
"Portland","OR","Supermarket",1.72
"Salem","OR","Deluxe Supermarket",1.72
"San Francisco","CA","Small Grocery",1.72
"Seattle","WA","Supermarket",1.72
"Spokane","WA","Supermarket",1.72
"Tacoma","WA","Deluxe Supermarket",1.72
"Vancouver","BC","Deluxe Supermarket",1.72
"Bellingham","WA","Small Grocery",1.73
"Guadalajara","Jalisco","Small Grocery",1.73
"San Francisco","CA","Small Grocery",1.73
"Acapulco","Guerrero","Supermarket",1.74
"Bellingham","WA","Small Grocery",1.74
"Beverly Hills","CA","Gourmet Supermarket",1.74
"Bremerton","WA","Supermarket",1.74
"Camacho","Zacatecas","Gourmet Supermarket",1.74
"Guadalajara","Jalisco","Small Grocery",1.74
"Hidalgo","Zacatecas","Deluxe Supermarket",1.74
"Hidalgo","Zacatecas","Mid-Size Grocery",1.74
"Los Angeles","CA","Supermarket",1.74
"Merida","Yucatan","Deluxe Supermarket",1.74
"Mexico City","DF","Mid-Size Grocery",1.74
"Orizaba","Veracruz","Supermarket",1.74
"Portland","OR","Supermarket",1.74
"Salem","OR","Deluxe Supermarket",1.74
"San Francisco","CA","Small Grocery",1.74
"Seattle","WA","Supermarket",1.74
"Spokane","WA","Supermarket",1.74
"Tacoma","WA","Deluxe Supermarket",1.74
"Vancouver","BC","Deluxe Supermarket",1.74
"Victoria","BC","Mid-Size Grocery",1.74
"Acapulco","Guerrero","Supermarket",1.76
"Bellingham","WA","Small Grocery",1.76
"Beverly Hills","CA","Gourmet Supermarket",1.76
"Bremerton","WA","Supermarket",1.76
"Guadalajara","Jalisco","Small Grocery",1.76
"Hidalgo","Zacatecas","Deluxe Supermarket",1.76
"Hidalgo","Zacatecas","Mid-Size Grocery",1.76
"Los Angeles","CA","Supermarket",1.76
"Merida","Yucatan","Deluxe Supermarket",1.76
"Mexico City","DF","Mid-Size Grocery",1.76
"Orizaba","Veracruz","Supermarket",1.76
"Portland","OR","Supermarket",1.76
"Salem","OR","Deluxe Supermarket",1.76
"San Francisco","CA","Small Grocery",1.76
"Seattle","WA","Supermarket",1.76
"Spokane","WA","Supermarket",1.76
"Tacoma","WA","Deluxe Supermarket",1.76
"Vancouver","BC","Deluxe Supermarket",1.76
"Acapulco","Guerrero","Supermarket",1.77
"Bellingham","WA","Small Grocery",1.77
"Beverly Hills","CA","Gourmet Supermarket",1.77
"Bremerton","WA","Supermarket",1.77
"Camacho","Zacatecas","Gourmet Supermarket",1.77
"Hidalgo","Zacatecas","Deluxe Supermarket",1.77
"Hidalgo","Zacatecas","Mid-Size Grocery",1.77
"Los Angeles","CA","Supermarket",1.77
"Merida","Yucatan","Deluxe Supermarket",1.77
"Mexico City","DF","Mid-Size Grocery",1.77
"Orizaba","Veracruz","Supermarket",1.77
"Portland","OR","Supermarket",1.77
"Salem","OR","Deluxe Supermarket",1.77
"San Francisco","CA","Small Grocery",1.77
"Seattle","WA","Supermarket",1.77
"Spokane","WA","Supermarket",1.77
"Tacoma","WA","Deluxe Supermarket",1.77
"Vancouver","BC","Deluxe Supermarket",1.77
"Acapulco","Guerrero","Supermarket",1.78
"Bellingham","WA","Small Grocery",1.78
"Beverly Hills","CA","Gourmet Supermarket",1.78
"Bremerton","WA","Supermarket",1.78
"Camacho","Zacatecas","Gourmet Supermarket",1.78
"Guadalajara","Jalisco","Small Grocery",1.78
"Hidalgo","Zacatecas","Deluxe Supermarket",1.78
"Los Angeles","CA","Supermarket",1.78
"Merida","Yucatan","Deluxe Supermarket",1.78
"Mexico City","DF","Mid-Size Grocery",1.78
"Orizaba","Veracruz","Supermarket",1.78
"Portland","OR","Supermarket",1.78
"Salem","OR","Deluxe Supermarket",1.78
"San Francisco","CA","Small Grocery",1.78
"Seattle","WA","Supermarket",1.78
"Spokane","WA","Supermarket",1.78
"Tacoma","WA","Deluxe Supermarket",1.78
"Vancouver","BC","Deluxe Supermarket",1.78
"Bellingham","WA","Small Grocery",1.79
"San Francisco","CA","Small Grocery",1.79
"Bellingham","WA","Small Grocery",1.8
"Beverly Hills","CA","Gourmet Supermarket",1.8
"Bremerton","WA","Supermarket",1.8
"Camacho","Zacatecas","Gourmet Supermarket",1.8
"Guadalajara","Jalisco","Small Grocery",1.8
"Hidalgo","Zacatecas","Deluxe Supermarket",1.8
"Hidalgo","Zacatecas","Mid-Size Grocery",1.8
"Los Angeles","CA","Supermarket",1.8
"Merida","Yucatan","Deluxe Supermarket",1.8
"Mexico City","DF","Mid-Size Grocery",1.8
"Orizaba","Veracruz","Supermarket",1.8
"Portland","OR","Supermarket",1.8
"Salem","OR","Deluxe Supermarket",1.8
"San Francisco","CA","Small Grocery",1.8
"Seattle","WA","Supermarket",1.8
"Spokane","WA","Supermarket",1.8
"Tacoma","WA","Deluxe Supermarket",1.8
"Vancouver","BC","Deluxe Supermarket",1.8
"Victoria","BC","Mid-Size Grocery",1.8
"Bellingham","WA","Small Grocery",1.81
"Guadalajara","Jalisco","Small Grocery",1.81
"San Francisco","CA","Small Grocery",1.81
"Bellingham","WA","Small Grocery",1.82
"Beverly Hills","CA","Gourmet Supermarket",1.82
"Guadalajara","Jalisco","Small Grocery",1.82
"Hidalgo","Zacatecas","Deluxe Supermarket",1.82
"Los Angeles","CA","Supermarket",1.82
"Merida","Yucatan","Deluxe Supermarket",1.82
"Salem","OR","Deluxe Supermarket",1.82
"San Francisco","CA","Small Grocery",1.82
"Tacoma","WA","Deluxe Supermarket",1.82
"Acapulco","Guerrero","Supermarket",1.83
"Beverly Hills","CA","Gourmet Supermarket",1.83
"Bremerton","WA","Supermarket",1.83
"Camacho","Zacatecas","Gourmet Supermarket",1.83
"Hidalgo","Zacatecas","Deluxe Supermarket",1.83
"Hidalgo","Zacatecas","Mid-Size Grocery",1.83
"Los Angeles","CA","Supermarket",1.83
"Merida","Yucatan","Deluxe Supermarket",1.83
"Mexico City","DF","Mid-Size Grocery",1.83
"Orizaba","Veracruz","Supermarket",1.83
"Portland","OR","Supermarket",1.83
"Salem","OR","Deluxe Supermarket",1.83
"San Francisco","CA","Small Grocery",1.83
"Seattle","WA","Supermarket",1.83
"Spokane","WA","Supermarket",1.83
"Tacoma","WA","Deluxe Supermarket",1.83
"Vancouver","BC","Deluxe Supermarket",1.83
"Victoria","BC","Mid-Size Grocery",1.83
"Acapulco","Guerrero","Supermarket",1.84
"Bellingham","WA","Small Grocery",1.84
"Beverly Hills","CA","Gourmet Supermarket",1.84
"Bremerton","WA","Supermarket",1.84
"Camacho","Zacatecas","Gourmet Supermarket",1.84
"Guadalajara","Jalisco","Small Grocery",1.84
"Hidalgo","Zacatecas","Deluxe Supermarket",1.84
"Hidalgo","Zacatecas","Mid-Size Grocery",1.84
"Los Angeles","CA","Supermarket",1.84
"Merida","Yucatan","Deluxe Supermarket",1.84
"Mexico City","DF","Mid-Size Grocery",1.84
"Orizaba","Veracruz","Supermarket",1.84
"Portland","OR","Supermarket",1.84
"Salem","OR","Deluxe Supermarket",1.84
"San Francisco","CA","Small Grocery",1.84
"Seattle","WA","Supermarket",1.84
"Spokane","WA","Supermarket",1.84
"Tacoma","WA","Deluxe Supermarket",1.84
"Vancouver","BC","Deluxe Supermarket",1.84
"Guadalajara","Jalisco","Small Grocery",1.85
"San Francisco","CA","Small Grocery",1.85
"Bellingham","WA","Small Grocery",1.86
"Beverly Hills","CA","Gourmet Supermarket",1.86
"Bremerton","WA","Supermarket",1.86
"Camacho","Zacatecas","Gourmet Supermarket",1.86
"Guadalajara","Jalisco","Small Grocery",1.86
"Hidalgo","Zacatecas","Deluxe Supermarket",1.86
"Hidalgo","Zacatecas","Mid-Size Grocery",1.86
"Los Angeles","CA","Supermarket",1.86
"Merida","Yucatan","Deluxe Supermarket",1.86
"Mexico City","DF","Mid-Size Grocery",1.86
"Orizaba","Veracruz","Supermarket",1.86
"Portland","OR","Supermarket",1.86
"Salem","OR","Deluxe Supermarket",1.86
"San Francisco","CA","Small Grocery",1.86
"Seattle","WA","Supermarket",1.86
"Spokane","WA","Supermarket",1.86
"Tacoma","WA","Deluxe Supermarket",1.86
"Vancouver","BC","Deluxe Supermarket",1.86
"Victoria","BC","Mid-Size Grocery",1.86
"Bellingham","WA","Small Grocery",1.87
"Guadalajara","Jalisco","Small Grocery",1.87
"San Francisco","CA","Small Grocery",1.87
"Bellingham","WA","Small Grocery",1.88
"Beverly Hills","CA","Gourmet Supermarket",1.88
"Guadalajara","Jalisco","Small Grocery",1.88
"Hidalgo","Zacatecas","Deluxe Supermarket",1.88
"Los Angeles","CA","Supermarket",1.88
"Merida","Yucatan","Deluxe Supermarket",1.88
"Orizaba","Veracruz","Supermarket",1.88
"Portland","OR","Supermarket",1.88
"San Francisco","CA","Small Grocery",1.88
"Seattle","WA","Supermarket",1.88
"Spokane","WA","Supermarket",1.88
"Tacoma","WA","Deluxe Supermarket",1.88
"Vancouver","BC","Deluxe Supermarket",1.88
"Acapulco","Guerrero","Supermarket",1.89
"Bellingham","WA","Small Grocery",1.89
"Beverly Hills","CA","Gourmet Supermarket",1.89
"Bremerton","WA","Supermarket",1.89
"Camacho","Zacatecas","Gourmet Supermarket",1.89
"Guadalajara","Jalisco","Small Grocery",1.89
"Hidalgo","Zacatecas","Deluxe Supermarket",1.89
"Hidalgo","Zacatecas","Mid-Size Grocery",1.89
"Los Angeles","CA","Supermarket",1.89
"Merida","Yucatan","Deluxe Supermarket",1.89
"Mexico City","DF","Mid-Size Grocery",1.89
"Orizaba","Veracruz","Supermarket",1.89
"Portland","OR","Supermarket",1.89
"Salem","OR","Deluxe Supermarket",1.89
"San Francisco","CA","Small Grocery",1.89
"Seattle","WA","Supermarket",1.89
"Spokane","WA","Supermarket",1.89
"Tacoma","WA","Deluxe Supermarket",1.89
"Vancouver","BC","Deluxe Supermarket",1.89
"Victoria","BC","Mid-Size Grocery",1.89
"Acapulco","Guerrero","Supermarket",1.9
"Bellingham","WA","Small Grocery",1.9
"Beverly Hills","CA","Gourmet Supermarket",1.9
"Bremerton","WA","Supermarket",1.9
"Guadalajara","Jalisco","Small Grocery",1.9
"Hidalgo","Zacatecas","Deluxe Supermarket",1.9
"Hidalgo","Zacatecas","Mid-Size Grocery",1.9
"Los Angeles","CA","Supermarket",1.9
"Merida","Yucatan","Deluxe Supermarket",1.9
"Mexico City","DF","Mid-Size Grocery",1.9
"Orizaba","Veracruz","Supermarket",1.9
"Portland","OR","Supermarket",1.9
"Salem","OR","Deluxe Supermarket",1.9
"San Francisco","CA","Small Grocery",1.9
"Seattle","WA","Supermarket",1.9
"Spokane","WA","Supermarket",1.9
"Tacoma","WA","Deluxe Supermarket",1.9
"Bellingham","WA","Small Grocery",1.91
"Guadalajara","Jalisco","Small Grocery",1.91
"San Francisco","CA","Small Grocery",1.91
"Acapulco","Guerrero","Supermarket",1.92
"Bellingham","WA","Small Grocery",1.92
"Beverly Hills","CA","Gourmet Supermarket",1.92
"Bremerton","WA","Supermarket",1.92
"Camacho","Zacatecas","Gourmet Supermarket",1.92
"Guadalajara","Jalisco","Small Grocery",1.92
"Hidalgo","Zacatecas","Deluxe Supermarket",1.92
"Hidalgo","Zacatecas","Mid-Size Grocery",1.92
"Los Angeles","CA","Supermarket",1.92
"Merida","Yucatan","Deluxe Supermarket",1.92
"Mexico City","DF","Mid-Size Grocery",1.92
"Orizaba","Veracruz","Supermarket",1.92
"Portland","OR","Supermarket",1.92
"Salem","OR","Deluxe Supermarket",1.92
"San Francisco","CA","Small Grocery",1.92
"Seattle","WA","Supermarket",1.92
"Spokane","WA","Supermarket",1.92
"Tacoma","WA","Deluxe Supermarket",1.92
"Vancouver","BC","Deluxe Supermarket",1.92
"Victoria","BC","Mid-Size Grocery",1.92
"Bellingham","WA","Small Grocery",1.93
"San Francisco","CA","Small Grocery",1.93
"Acapulco","Guerrero","Supermarket",1.94
"Beverly Hills","CA","Gourmet Supermarket",1.94
"Bremerton","WA","Supermarket",1.94
"Camacho","Zacatecas","Gourmet Supermarket",1.94
"Hidalgo","Zacatecas","Deluxe Supermarket",1.94
"Los Angeles","CA","Supermarket",1.94
"Merida","Yucatan","Deluxe Supermarket",1.94
"Mexico City","DF","Mid-Size Grocery",1.94
"Orizaba","Veracruz","Supermarket",1.94
"Portland","OR","Supermarket",1.94
"Salem","OR","Deluxe Supermarket",1.94
"Seattle","WA","Supermarket",1.94
"Spokane","WA","Supermarket",1.94
"Tacoma","WA","Deluxe Supermarket",1.94
"Vancouver","BC","Deluxe Supermarket",1.94
"Acapulco","Guerrero","Supermarket",1.95
"Beverly Hills","CA","Gourmet Supermarket",1.95
