"brand_name","food_category","food_department","food_family","srp","gross_weight","net_weight","recyclable_package","low_fat","units_per_case"
"Sphinx","Bread","Baked Goods","Food",2.93,18.9,16.8,1,0,31
"Great","Bread","Baked Goods","Food",0.93,13.6,11.6,1,0,30
"Sphinx","Bread","Baked Goods","Food",1.32,17.8,15.7,0,0,25
"Colony","Bread","Baked Goods","Food",1.87,12,10,1,0,26
"Modell","Bread","Baked Goods","Food",1.56,21.9,19.8,1,1,31
"Fantastic","Bread","Baked Goods","Food",2.99,13.5,11.5,1,0,23
"Great","Bread","Baked Goods","Food",3.74,8.5,7.5,0,1,21
"Modell","Bread","Baked Goods","Food",3.93,15.5,13.5,1,1,23
"Colony","Bread","Baked Goods","Food",1.42,18.9,16.8,1,0,2
"Great","Bread","Baked Goods","Food",3.27,17.4,14.3,1,0,35
"Modell","Bread","Baked Goods","Food",1.26,10.3,9.3,1,1,10
"Sphinx","Bread","Baked Goods","Food",2.93,18.9,16.8,1,0,31
"Great","Bread","Baked Goods","Food",0.93,13.6,11.6,1,0,30
"Great","Bread","Baked Goods","Food",3.74,8.5,7.5,0,1,21
"Fantastic","Bread","Baked Goods","Food",2.99,13.5,11.5,1,0,23
"Colony","Bread","Baked Goods","Food",1.42,18.9,16.8,1,0,2
"Sphinx","Bread","Baked Goods","Food",2.93,18.9,16.8,1,0,31
"Sphinx","Bread","Baked Goods","Food",2.93,18.9,16.8,1,0,31
"Sphinx","Bread","Baked Goods","Food",0.53,8.16,6.15,1,1,33
"Fantastic","Bread","Baked Goods","Food",1.55,10.6,8.6,0,1,13
"Great","Bread","Baked Goods","Food",3.74,8.5,7.5,0,1,21
"Colony","Bread","Baked Goods","Food",2.18,8.08,5.07,0,1,21
"Fantastic","Bread","Baked Goods","Food",2.99,13.5,11.5,1,0,23
"Colony","Bread","Baked Goods","Food",2.18,8.08,5.07,0,1,21
"Fantastic","Bread","Baked Goods","Food",2.52,21.4,18.3,1,1,4
"Colony","Bread","Baked Goods","Food",1.87,12,10,1,0,26
"Sphinx","Bread","Baked Goods","Food",0.53,8.16,6.15,1,1,33
"Fantastic","Bread","Baked Goods","Food",0.97,9.8,8.8,1,0,18
"Fantastic","Bread","Baked Goods","Food",2.99,13.5,11.5,1,0,23
"Fantastic","Bread","Baked Goods","Food",0.97,9.8,8.8,1,0,18
"Modell","Bread","Baked Goods","Food",0.51,11.7,8.69,1,0,6
"Colony","Bread","Baked Goods","Food",1.87,12,10,1,0,26
"Modell","Bread","Baked Goods","Food",1.56,21.9,19.8,1,1,31
"Modell","Bread","Baked Goods","Food",3.93,15.5,13.5,1,1,23
"Colony","Bread","Baked Goods","Food",1.87,12,10,1,0,26
"Colony","Bread","Baked Goods","Food",1.87,12,10,1,0,26
"Great","Bread","Baked Goods","Food",3.74,8.5,7.5,0,1,21
"Fantastic","Bread","Baked Goods","Food",1.55,10.6,8.6,0,1,13
"Fantastic","Bread","Baked Goods","Food",2.52,21.4,18.3,1,1,4
"Fantastic","Bread","Baked Goods","Food",1.55,10.6,8.6,0,1,13
"Colony","Bread","Baked Goods","Food",3.27,7.71,5.71,0,0,18
"Sphinx","Bread","Baked Goods","Food",1.95,10.1,7.1,1,1,35
"Sphinx","Bread","Baked Goods","Food",2.93,18.9,16.8,1,0,31
"Sphinx","Bread","Baked Goods","Food",2.93,18.9,16.8,1,0,31
"Sphinx","Bread","Baked Goods","Food",2.93,18.9,16.8,1,0,31
"Fantastic","Bread","Baked Goods","Food",0.97,9.8,8.8,1,0,18
"Great","Bread","Baked Goods","Food",3.74,8.5,7.5,0,1,21
"Modell","Bread","Baked Goods","Food",3.93,15.5,13.5,1,1,23
"Great","Bread","Baked Goods","Food",3.74,8.5,7.5,0,1,21
"Colony","Bread","Baked Goods","Food",1.87,12,10,1,0,26
"Fantastic","Bread","Baked Goods","Food",1.55,10.6,8.6,0,1,13
"Sphinx","Bread","Baked Goods","Food",2.93,18.9,16.8,1,0,31
"Fantastic","Bread","Baked Goods","Food",0.97,9.8,8.8,1,0,18
"Sphinx","Bread","Baked Goods","Food",2.93,18.9,16.8,1,0,31
"Fantastic","Bread","Baked Goods","Food",2.99,13.5,11.5,1,0,23
"Sphinx","Bread","Baked Goods","Food",1.95,10.1,7.1,1,1,35
"Fantastic","Bread","Baked Goods","Food",2.52,21.4,18.3,1,1,4
"Modell","Bread","Baked Goods","Food",1.56,21.9,19.8,1,1,31
"Modell","Bread","Baked Goods","Food",0.51,11.7,8.69,1,0,6
"Colony","Bread","Baked Goods","Food",3.27,7.71,5.71,0,0,18
"Fantastic","Bread","Baked Goods","Food",2.99,13.5,11.5,1,0,23
"Sphinx","Bread","Baked Goods","Food",2.93,18.9,16.8,1,0,31
"Fantastic","Bread","Baked Goods","Food",2.52,21.4,18.3,1,1,4
"Modell","Bread","Baked Goods","Food",3.93,15.5,13.5,1,1,23
"Modell","Bread","Baked Goods","Food",1.56,21.9,19.8,1,1,31
"Fantastic","Bread","Baked Goods","Food",1.55,10.6,8.6,0,1,13
"Modell","Bread","Baked Goods","Food",0.51,11.7,8.69,1,0,6
"Colony","Bread","Baked Goods","Food",1.42,18.9,16.8,1,0,2
"Modell","Bread","Baked Goods","Food",3.93,15.5,13.5,1,1,23
"Great","Bread","Baked Goods","Food",3.86,6.2,5.19,1,1,11
"Fantastic","Bread","Baked Goods","Food",0.97,9.8,8.8,1,0,18
"Colony","Bread","Baked Goods","Food",2.18,8.08,5.07,0,1,21
"Great","Bread","Baked Goods","Food",0.93,13.6,11.6,1,0,30
"Modell","Bread","Baked Goods","Food",1.56,21.9,19.8,1,1,31
"Modell","Bread","Baked Goods","Food",1.56,21.9,19.8,1,1,31
"Sphinx","Bread","Baked Goods","Food",2.93,18.9,16.8,1,0,31
"Sphinx","Bread","Baked Goods","Food",0.53,8.16,6.15,1,1,33
"Sphinx","Bread","Baked Goods","Food",0.53,8.16,6.15,1,1,33
"Colony","Bread","Baked Goods","Food",3.27,7.71,5.71,0,0,18
"Sphinx","Bread","Baked Goods","Food",1.32,17.8,15.7,0,0,25
"Sphinx","Bread","Baked Goods","Food",1.95,10.1,7.1,1,1,35
"Modell","Bread","Baked Goods","Food",1.26,10.3,9.3,1,1,10
"Modell","Bread","Baked Goods","Food",1.26,10.3,9.3,1,1,10
"Modell","Bread","Baked Goods","Food",3.93,15.5,13.5,1,1,23
"Great","Bread","Baked Goods","Food",3.86,6.2,5.19,1,1,11
"Fantastic","Bread","Baked Goods","Food",2.52,21.4,18.3,1,1,4
"Great","Bread","Baked Goods","Food",0.93,13.6,11.6,1,0,30
"Modell","Bread","Baked Goods","Food",3.93,15.5,13.5,1,1,23
"Great","Bread","Baked Goods","Food",0.93,13.6,11.6,1,0,30
"Great","Bread","Baked Goods","Food",3.74,8.5,7.5,0,1,21
"Colony","Bread","Baked Goods","Food",1.87,12,10,1,0,26
"Great","Bread","Baked Goods","Food",0.93,13.6,11.6,1,0,30
"Sphinx","Bread","Baked Goods","Food",2.93,18.9,16.8,1,0,31
"Colony","Bread","Baked Goods","Food",1.87,12,10,1,0,26
"Modell","Bread","Baked Goods","Food",0.51,11.7,8.69,1,0,6
"Colony","Bread","Baked Goods","Food",1.42,18.9,16.8,1,0,2
"Great","Bread","Baked Goods","Food",0.93,13.6,11.6,1,0,30
"Fantastic","Bread","Baked Goods","Food",2.52,21.4,18.3,1,1,4
"Colony","Bread","Baked Goods","Food",1.42,18.9,16.8,1,0,2
"Fantastic","Bread","Baked Goods","Food",0.97,9.8,8.8,1,0,18
"Colony","Bread","Baked Goods","Food",1.42,18.9,16.8,1,0,2
"Great","Bread","Baked Goods","Food",0.93,13.6,11.6,1,0,30
"Colony","Bread","Baked Goods","Food",1.87,12,10,1,0,26
"Modell","Bread","Baked Goods","Food",3.93,15.5,13.5,1,1,23
"Fantastic","Bread","Baked Goods","Food",2.52,21.4,18.3,1,1,4
"Colony","Bread","Baked Goods","Food",2.18,8.08,5.07,0,1,21
"Fantastic","Bread","Baked Goods","Food",2.52,21.4,18.3,1,1,4
"Sphinx","Bread","Baked Goods","Food",2.93,18.9,16.8,1,0,31
"Sphinx","Bread","Baked Goods","Food",2.93,18.9,16.8,1,0,31
"Fantastic","Bread","Baked Goods","Food",2.52,21.4,18.3,1,1,4
"Sphinx","Bread","Baked Goods","Food",0.53,8.16,6.15,1,1,33
"Sphinx","Bread","Baked Goods","Food",2.93,18.9,16.8,1,0,31
"Great","Bread","Baked Goods","Food",3.86,6.2,5.19,1,1,11
"Colony","Bread","Baked Goods","Food",3.27,7.71,5.71,0,0,18
"Great","Bread","Baked Goods","Food",3.74,8.5,7.5,0,1,21
"Colony","Bread","Baked Goods","Food",2.18,8.08,5.07,0,1,21
"Great","Bread","Baked Goods","Food",3.86,6.2,5.19,1,1,11
"Colony","Bread","Baked Goods","Food",2.18,8.08,5.07,0,1,21
"Colony","Bread","Baked Goods","Food",3.27,7.71,5.71,0,0,18
"Great","Bread","Baked Goods","Food",3.74,8.5,7.5,0,1,21
"Colony","Bread","Baked Goods","Food",1.87,12,10,1,0,26
"Colony","Bread","Baked Goods","Food",3.27,7.71,5.71,0,0,18
"Sphinx","Bread","Baked Goods","Food",1.32,17.8,15.7,0,0,25
"Sphinx","Bread","Baked Goods","Food",2.93,18.9,16.8,1,0,31
"Colony","Bread","Baked Goods","Food",3.27,7.71,5.71,0,0,18
"Modell","Bread","Baked Goods","Food",1.26,10.3,9.3,1,1,10
"Modell","Bread","Baked Goods","Food",1.26,10.3,9.3,1,1,10
"Great","Bread","Baked Goods","Food",0.93,13.6,11.6,1,0,30
"Modell","Bread","Baked Goods","Food",1.26,10.3,9.3,1,1,10
"Colony","Bread","Baked Goods","Food",2.18,8.08,5.07,0,1,21
"Great","Bread","Baked Goods","Food",3.86,6.2,5.19,1,1,11
"Sphinx","Bread","Baked Goods","Food",1.95,10.1,7.1,1,1,35
"Colony","Bread","Baked Goods","Food",3.27,7.71,5.71,0,0,18
"Great","Bread","Baked Goods","Food",0.93,13.6,11.6,1,0,30
"Great","Bread","Baked Goods","Food",3.27,17.4,14.3,1,0,35
"Colony","Bread","Baked Goods","Food",2.18,8.08,5.07,0,1,21
"Great","Bread","Baked Goods","Food",3.74,8.5,7.5,0,1,21
"Fantastic","Bread","Baked Goods","Food",2.99,13.5,11.5,1,0,23
"Modell","Bread","Baked Goods","Food",0.51,11.7,8.69,1,0,6
"Colony","Bread","Baked Goods","Food",1.87,12,10,1,0,26
"Fantastic","Bread","Baked Goods","Food",2.99,13.5,11.5,1,0,23
"Fantastic","Bread","Baked Goods","Food",0.97,9.8,8.8,1,0,18
"Fantastic","Bread","Baked Goods","Food",2.52,21.4,18.3,1,1,4
"Great","Bread","Baked Goods","Food",3.74,8.5,7.5,0,1,21
"Great","Bread","Baked Goods","Food",3.86,6.2,5.19,1,1,11
"Great","Bread","Baked Goods","Food",3.86,6.2,5.19,1,1,11
"Sphinx","Bread","Baked Goods","Food",0.53,8.16,6.15,1,1,33
"Fantastic","Bread","Baked Goods","Food",2.52,21.4,18.3,1,1,4
"Modell","Bread","Baked Goods","Food",3.93,15.5,13.5,1,1,23
"Fantastic","Bread","Baked Goods","Food",1.55,10.6,8.6,0,1,13
"Great","Bread","Baked Goods","Food",3.74,8.5,7.5,0,1,21
"Great","Bread","Baked Goods","Food",3.27,17.4,14.3,1,0,35
"Modell","Bread","Baked Goods","Food",3.93,15.5,13.5,1,1,23
"Fantastic","Bread","Baked Goods","Food",2.52,21.4,18.3,1,1,4
"Great","Bread","Baked Goods","Food",3.27,17.4,14.3,1,0,35
"Colony","Bread","Baked Goods","Food",3.27,7.71,5.71,0,0,18
"Colony","Bread","Baked Goods","Food",3.27,7.71,5.71,0,0,18
"Sphinx","Bread","Baked Goods","Food",1.32,17.8,15.7,0,0,25
"Great","Bread","Baked Goods","Food",3.74,8.5,7.5,0,1,21
"Modell","Bread","Baked Goods","Food",0.51,11.7,8.69,1,0,6
"Fantastic","Bread","Baked Goods","Food",2.52,21.4,18.3,1,1,4
"Modell","Bread","Baked Goods","Food",1.56,21.9,19.8,1,1,31
"Great","Bread","Baked Goods","Food",3.86,6.2,5.19,1,1,11
"Modell","Bread","Baked Goods","Food",0.51,11.7,8.69,1,0,6
"Colony","Bread","Baked Goods","Food",1.42,18.9,16.8,1,0,2
"Fantastic","Bread","Baked Goods","Food",2.52,21.4,18.3,1,1,4
"Sphinx","Bread","Baked Goods","Food",1.95,10.1,7.1,1,1,35
"Colony","Bread","Baked Goods","Food",1.42,18.9,16.8,1,0,2
"Great","Bread","Baked Goods","Food",3.86,6.2,5.19,1,1,11
"Great","Bread","Baked Goods","Food",3.74,8.5,7.5,0,1,21
"Fantastic","Bread","Baked Goods","Food",2.99,13.5,11.5,1,0,23
"Great","Bread","Baked Goods","Food",0.93,13.6,11.6,1,0,30
"Colony","Bread","Baked Goods","Food",3.27,7.71,5.71,0,0,18
"Great","Bread","Baked Goods","Food",3.86,6.2,5.19,1,1,11
"Colony","Bread","Baked Goods","Food",1.42,18.9,16.8,1,0,2
"Modell","Bread","Baked Goods","Food",1.26,10.3,9.3,1,1,10
"Modell","Bread","Baked Goods","Food",1.26,10.3,9.3,1,1,10
"Fantastic","Bread","Baked Goods","Food",0.97,9.8,8.8,1,0,18
"Fantastic","Bread","Baked Goods","Food",0.97,9.8,8.8,1,0,18
"Modell","Bread","Baked Goods","Food",3.93,15.5,13.5,1,1,23
"Great","Bread","Baked Goods","Food",3.27,17.4,14.3,1,0,35
"Fantastic","Bread","Baked Goods","Food",2.99,13.5,11.5,1,0,23
"Modell","Bread","Baked Goods","Food",0.51,11.7,8.69,1,0,6
"Modell","Bread","Baked Goods","Food",1.56,21.9,19.8,1,1,31
"Colony","Bread","Baked Goods","Food",3.27,7.71,5.71,0,0,18
"Sphinx","Bread","Baked Goods","Food",1.95,10.1,7.1,1,1,35
"Fantastic","Bread","Baked Goods","Food",0.97,9.8,8.8,1,0,18
"Sphinx","Bread","Baked Goods","Food",0.53,8.16,6.15,1,1,33
"Great","Bread","Baked Goods","Food",0.93,13.6,11.6,1,0,30
"Sphinx","Bread","Baked Goods","Food",0.53,8.16,6.15,1,1,33
"Modell","Bread","Baked Goods","Food",1.56,21.9,19.8,1,1,31
"Colony","Bread","Baked Goods","Food",3.27,7.71,5.71,0,0,18
"Fantastic","Bread","Baked Goods","Food",2.99,13.5,11.5,1,0,23
"Colony","Bread","Baked Goods","Food",2.18,8.08,5.07,0,1,21
"Colony","Bread","Baked Goods","Food",2.18,8.08,5.07,0,1,21
"Colony","Bread","Baked Goods","Food",2.18,8.08,5.07,0,1,21
"Fantastic","Bread","Baked Goods","Food",2.99,13.5,11.5,1,0,23
"Colony","Bread","Baked Goods","Food",3.27,7.71,5.71,0,0,18
"Sphinx","Bread","Baked Goods","Food",0.53,8.16,6.15,1,1,33
"Sphinx","Bread","Baked Goods","Food",0.53,8.16,6.15,1,1,33
"Sphinx","Bread","Baked Goods","Food",0.53,8.16,6.15,1,1,33
"Modell","Bread","Baked Goods","Food",0.51,11.7,8.69,1,0,6
"Colony","Bread","Baked Goods","Food",3.27,7.71,5.71,0,0,18
"Fantastic","Bread","Baked Goods","Food",2.52,21.4,18.3,1,1,4
"Colony","Bread","Baked Goods","Food",1.87,12,10,1,0,26
"Modell","Bread","Baked Goods","Food",1.56,21.9,19.8,1,1,31
"Colony","Bread","Baked Goods","Food",1.87,12,10,1,0,26
"Modell","Bread","Baked Goods","Food",1.56,21.9,19.8,1,1,31
"Fantastic","Bread","Baked Goods","Food",2.99,13.5,11.5,1,0,23
"Great","Bread","Baked Goods","Food",3.27,17.4,14.3,1,0,35
"Colony","Bread","Baked Goods","Food",1.87,12,10,1,0,26
"Sphinx","Bread","Baked Goods","Food",1.95,10.1,7.1,1,1,35
"Great","Bread","Baked Goods","Food",3.27,17.4,14.3,1,0,35
"Fantastic","Bread","Baked Goods","Food",0.97,9.8,8.8,1,0,18
"Colony","Bread","Baked Goods","Food",1.42,18.9,16.8,1,0,2
"Modell","Bread","Baked Goods","Food",1.56,21.9,19.8,1,1,31
"Sphinx","Bread","Baked Goods","Food",2.93,18.9,16.8,1,0,31
"Great","Bread","Baked Goods","Food",3.74,8.5,7.5,0,1,21
"Modell","Bread","Baked Goods","Food",3.93,15.5,13.5,1,1,23
"Fantastic","Bread","Baked Goods","Food",2.52,21.4,18.3,1,1,4
"Colony","Bread","Baked Goods","Food",3.27,7.71,5.71,0,0,18
"Modell","Bread","Baked Goods","Food",1.56,21.9,19.8,1,1,31
"Fantastic","Bread","Baked Goods","Food",1.55,10.6,8.6,0,1,13
"Colony","Bread","Baked Goods","Food",1.87,12,10,1,0,26
"Colony","Bread","Baked Goods","Food",1.42,18.9,16.8,1,0,2
"Sphinx","Bread","Baked Goods","Food",1.32,17.8,15.7,0,0,25
"Sphinx","Bread","Baked Goods","Food",1.95,10.1,7.1,1,1,35
"Great","Bread","Baked Goods","Food",3.27,17.4,14.3,1,0,35
"Great","Bread","Baked Goods","Food",3.74,8.5,7.5,0,1,21
"Fantastic","Bread","Baked Goods","Food",1.55,10.6,8.6,0,1,13
"Great","Bread","Baked Goods","Food",3.74,8.5,7.5,0,1,21
"Fantastic","Bread","Baked Goods","Food",2.52,21.4,18.3,1,1,4
"Fantastic","Bread","Baked Goods","Food",1.55,10.6,8.6,0,1,13
"Modell","Bread","Baked Goods","Food",1.26,10.3,9.3,1,1,10
"Fantastic","Bread","Baked Goods","Food",2.99,13.5,11.5,1,0,23
"Great","Bread","Baked Goods","Food",3.27,17.4,14.3,1,0,35
"Fantastic","Bread","Baked Goods","Food",1.55,10.6,8.6,0,1,13
"Great","Bread","Baked Goods","Food",0.93,13.6,11.6,1,0,30
"Great","Bread","Baked Goods","Food",3.86,6.2,5.19,1,1,11
"Modell","Bread","Baked Goods","Food",0.51,11.7,8.69,1,0,6
"Sphinx","Bread","Baked Goods","Food",1.95,10.1,7.1,1,1,35
"Sphinx","Bread","Baked Goods","Food",1.95,10.1,7.1,1,1,35
"Sphinx","Bread","Baked Goods","Food",0.53,8.16,6.15,1,1,33
"Sphinx","Bread","Baked Goods","Food",1.95,10.1,7.1,1,1,35
"Great","Bread","Baked Goods","Food",3.86,6.2,5.19,1,1,11
"Colony","Bread","Baked Goods","Food",2.18,8.08,5.07,0,1,21
"Sphinx","Bread","Baked Goods","Food",1.95,10.1,7.1,1,1,35
"Colony","Bread","Baked Goods","Food",2.18,8.08,5.07,0,1,21
"Sphinx","Bread","Baked Goods","Food",2.93,18.9,16.8,1,0,31
"Fantastic","Bread","Baked Goods","Food",0.97,9.8,8.8,1,0,18
"Colony","Bread","Baked Goods","Food",1.42,18.9,16.8,1,0,2
"Fantastic","Bread","Baked Goods","Food",2.99,13.5,11.5,1,0,23
"Modell","Bread","Baked Goods","Food",1.56,21.9,19.8,1,1,31
"Great","Bread","Baked Goods","Food",3.86,6.2,5.19,1,1,11
"Great","Bread","Baked Goods","Food",3.27,17.4,14.3,1,0,35
"Fantastic","Bread","Baked Goods","Food",2.99,13.5,11.5,1,0,23
"Colony","Bread","Baked Goods","Food",3.27,7.71,5.71,0,0,18
"Fantastic","Bread","Baked Goods","Food",1.55,10.6,8.6,0,1,13
"Fantastic","Bread","Baked Goods","Food",1.55,10.6,8.6,0,1,13
"Modell","Bread","Baked Goods","Food",1.56,21.9,19.8,1,1,31
"Sphinx","Bread","Baked Goods","Food",0.53,8.16,6.15,1,1,33
"Sphinx","Bread","Baked Goods","Food",0.53,8.16,6.15,1,1,33
"Sphinx","Bread","Baked Goods","Food",0.53,8.16,6.15,1,1,33
"Sphinx","Bread","Baked Goods","Food",0.53,8.16,6.15,1,1,33
"Sphinx","Bread","Baked Goods","Food",0.53,8.16,6.15,1,1,33
"Colony","Bread","Baked Goods","Food",3.27,7.71,5.71,0,0,18
"Fantastic","Bread","Baked Goods","Food",2.52,21.4,18.3,1,1,4
"Sphinx","Bread","Baked Goods","Food",1.32,17.8,15.7,0,0,25
"Great","Bread","Baked Goods","Food",0.93,13.6,11.6,1,0,30
"Modell","Bread","Baked Goods","Food",3.93,15.5,13.5,1,1,23
"Colony","Bread","Baked Goods","Food",1.42,18.9,16.8,1,0,2
"Fantastic","Bread","Baked Goods","Food",2.99,13.5,11.5,1,0,23
"Great","Bread","Baked Goods","Food",3.27,17.4,14.3,1,0,35
"Modell","Bread","Baked Goods","Food",3.93,15.5,13.5,1,1,23
"Modell","Bread","Baked Goods","Food",1.56,21.9,19.8,1,1,31
"Fantastic","Bread","Baked Goods","Food",1.55,10.6,8.6,0,1,13
"Modell","Bread","Baked Goods","Food",1.56,21.9,19.8,1,1,31
"Fantastic","Bread","Baked Goods","Food",1.55,10.6,8.6,0,1,13
"Colony","Bread","Baked Goods","Food",1.87,12,10,1,0,26
"Fantastic","Bread","Baked Goods","Food",2.99,13.5,11.5,1,0,23
"Great","Bread","Baked Goods","Food",3.74,8.5,7.5,0,1,21
"Modell","Bread","Baked Goods","Food",1.56,21.9,19.8,1,1,31
"Modell","Bread","Baked Goods","Food",1.56,21.9,19.8,1,1,31
"Great","Bread","Baked Goods","Food",3.27,17.4,14.3,1,0,35
"Fantastic","Bread","Baked Goods","Food",1.55,10.6,8.6,0,1,13
"Fantastic","Bread","Baked Goods","Food",1.55,10.6,8.6,0,1,13
"Great","Bread","Baked Goods","Food",3.27,17.4,14.3,1,0,35
"Fantastic","Bread","Baked Goods","Food",0.97,9.8,8.8,1,0,18
"Fantastic","Bread","Baked Goods","Food",2.99,13.5,11.5,1,0,23
"Modell","Bread","Baked Goods","Food",3.93,15.5,13.5,1,1,23
"Sphinx","Bread","Baked Goods","Food",0.53,8.16,6.15,1,1,33
"Colony","Bread","Baked Goods","Food",1.42,18.9,16.8,1,0,2
"Sphinx","Bread","Baked Goods","Food",2.93,18.9,16.8,1,0,31
"Great","Bread","Baked Goods","Food",0.93,13.6,11.6,1,0,30
"Colony","Bread","Baked Goods","Food",1.87,12,10,1,0,26
"Great","Bread","Baked Goods","Food",3.86,6.2,5.19,1,1,11
"Great","Bread","Baked Goods","Food",3.74,8.5,7.5,0,1,21
"Fantastic","Bread","Baked Goods","Food",2.99,13.5,11.5,1,0,23
"Colony","Bread","Baked Goods","Food",1.87,12,10,1,0,26
"Great","Bread","Baked Goods","Food",3.86,6.2,5.19,1,1,11
"Sphinx","Bread","Baked Goods","Food",1.32,17.8,15.7,0,0,25
"Modell","Bread","Baked Goods","Food",1.26,10.3,9.3,1,1,10
"Modell","Bread","Baked Goods","Food",1.26,10.3,9.3,1,1,10
"Fantastic","Bread","Baked Goods","Food",2.52,21.4,18.3,1,1,4
"Sphinx","Bread","Baked Goods","Food",2.93,18.9,16.8,1,0,31
"Modell","Bread","Baked Goods","Food",1.26,10.3,9.3,1,1,10
"Modell","Bread","Baked Goods","Food",0.51,11.7,8.69,1,0,6
"Great","Bread","Baked Goods","Food",3.86,6.2,5.19,1,1,11
"Great","Bread","Baked Goods","Food",3.86,6.2,5.19,1,1,11
"Great","Bread","Baked Goods","Food",3.27,17.4,14.3,1,0,35
"Fantastic","Bread","Baked Goods","Food",2.52,21.4,18.3,1,1,4
"Fantastic","Bread","Baked Goods","Food",2.99,13.5,11.5,1,0,23
"Fantastic","Bread","Baked Goods","Food",1.55,10.6,8.6,0,1,13
"Fantastic","Bread","Baked Goods","Food",2.52,21.4,18.3,1,1,4
"Great","Bread","Baked Goods","Food",3.86,6.2,5.19,1,1,11
"Sphinx","Bread","Baked Goods","Food",1.32,17.8,15.7,0,0,25
"Modell","Bread","Baked Goods","Food",3.93,15.5,13.5,1,1,23
"Colony","Bread","Baked Goods","Food",3.27,7.71,5.71,0,0,18
"Fantastic","Bread","Baked Goods","Food",2.52,21.4,18.3,1,1,4
"Great","Bread","Baked Goods","Food",3.86,6.2,5.19,1,1,11
"Sphinx","Bread","Baked Goods","Food",1.32,17.8,15.7,0,0,25
"Sphinx","Bread","Baked Goods","Food",2.93,18.9,16.8,1,0,31
"Modell","Bread","Baked Goods","Food",0.51,11.7,8.69,1,0,6
"Fantastic","Bread","Baked Goods","Food",1.55,10.6,8.6,0,1,13
"Great","Bread","Baked Goods","Food",3.86,6.2,5.19,1,1,11
"Sphinx","Bread","Baked Goods","Food",0.53,8.16,6.15,1,1,33
"Modell","Bread","Baked Goods","Food",1.56,21.9,19.8,1,1,31
"Fantastic","Bread","Baked Goods","Food",2.52,21.4,18.3,1,1,4
"Great","Bread","Baked Goods","Food",3.74,8.5,7.5,0,1,21
"Sphinx","Bread","Baked Goods","Food",1.95,10.1,7.1,1,1,35
"Great","Bread","Baked Goods","Food",3.74,8.5,7.5,0,1,21
"Fantastic","Bread","Baked Goods","Food",2.99,13.5,11.5,1,0,23
"Modell","Bread","Baked Goods","Food",1.56,21.9,19.8,1,1,31
"Sphinx","Bread","Baked Goods","Food",1.32,17.8,15.7,0,0,25
"Colony","Bread","Baked Goods","Food",1.42,18.9,16.8,1,0,2
"Modell","Bread","Baked Goods","Food",3.93,15.5,13.5,1,1,23
"Colony","Bread","Baked Goods","Food",1.87,12,10,1,0,26
"Sphinx","Bread","Baked Goods","Food",1.32,17.8,15.7,0,0,25
"Great","Bread","Baked Goods","Food",3.74,8.5,7.5,0,1,21
"Colony","Bread","Baked Goods","Food",2.18,8.08,5.07,0,1,21
"Great","Bread","Baked Goods","Food",0.93,13.6,11.6,1,0,30
"Modell","Bread","Baked Goods","Food",1.26,10.3,9.3,1,1,10
"Sphinx","Bread","Baked Goods","Food",0.53,8.16,6.15,1,1,33
"Modell","Bread","Baked Goods","Food",1.26,10.3,9.3,1,1,10
"Sphinx","Bread","Baked Goods","Food",0.53,8.16,6.15,1,1,33
"Colony","Bread","Baked Goods","Food",1.87,12,10,1,0,26
"Modell","Bread","Baked Goods","Food",0.51,11.7,8.69,1,0,6
"Sphinx","Bread","Baked Goods","Food",1.32,17.8,15.7,0,0,25
"Colony","Bread","Baked Goods","Food",2.18,8.08,5.07,0,1,21
"Colony","Bread","Baked Goods","Food",3.27,7.71,5.71,0,0,18
"Colony","Bread","Baked Goods","Food",2.18,8.08,5.07,0,1,21
"Great","Bread","Baked Goods","Food",3.27,17.4,14.3,1,0,35
"Modell","Bread","Baked Goods","Food",1.56,21.9,19.8,1,1,31
"Great","Bread","Baked Goods","Food",0.93,13.6,11.6,1,0,30
"Fantastic","Bread","Baked Goods","Food",2.52,21.4,18.3,1,1,4
"Sphinx","Bread","Baked Goods","Food",2.93,18.9,16.8,1,0,31
"Sphinx","Bread","Baked Goods","Food",1.95,10.1,7.1,1,1,35
"Colony","Bread","Baked Goods","Food",2.18,8.08,5.07,0,1,21
"Colony","Bread","Baked Goods","Food",1.87,12,10,1,0,26
"Sphinx","Bread","Baked Goods","Food",1.32,17.8,15.7,0,0,25
