promotion_name,media_type,cost,store_sales_in_millions,store_cost_in_millions,unit_sales_in_millions
High Roller Savings,Daily Paper,101.84,5.85,2.2815,3
Double Down Sale,Daily Paper,55.96,4.26,1.5762,3
Price Winners,"Sunday Paper, Radio",122.51,11.58,4.4004,3
Best Savings,"Daily Paper, Radio, TV",53.82,14.96,5.0864,4
Shelf Emptiers,"Daily Paper, Radio, TV",107.89,11.96,5.7408,4
Big Time Discounts,"Daily Paper, Radio, TV",146.41,2.79,1.3671,3
Super Savers,"Sunday Paper, Radio",64.76,6.54,3.2046,2
One Day Sale,"Daily Paper, Radio, TV",85.88,15.44,6.4848,4
Two for One,Daily Paper,68.97,4.26,1.8318,3
Price Savers,Cash Register Handout,128.2,5.04,1.764,4
Price Cutters,Product Attachment,129.2,3.78,1.323,3
Best Savings,"Daily Paper, Radio, TV",53.82,2.91,1.0185,3
Shelf Clearing Days,"Sunday Paper, Radio, TV",101.96,2.91,1.1058,3
Shelf Emptiers,"Daily Paper, Radio, TV",107.89,11.79,5.6592,3
Save-It Sale,Daily Paper,81.79,9.81,4.7088,3
Mystery Sale,"Daily Paper, Radio",68.84,8.97,3.0498,3
High Roller Savings,"Sunday Paper, Radio, TV",95.55,1.53,0.5355,3
Price Cutters,Product Attachment,129.2,4.68,1.5444,3
Double Down Sale,Daily Paper,55.96,13.08,5.7552,4
Two for One,Daily Paper,68.97,5.85,2.925,3
Shelf Emptiers,Street Handout,137.34,1.94,0.7566,2
High Roller Savings,"Sunday Paper, Radio, TV",95.55,1.06,0.3286,2
Price Savers,Cash Register Handout,128.2,3.72,1.1904,4
Two Day Sale,"Daily Paper, Radio",149.75,1.06,0.4346,2
Shelf Clearing Days,"Sunday Paper, Radio, TV",101.96,4.68,2.0124,3
Shelf Clearing Days,"Sunday Paper, Radio, TV",101.96,13.08,4.4472,4
One Day Sale,"Daily Paper, Radio, TV",85.88,5.98,2.392,2
Two for One,Daily Paper,68.97,8.72,3.7496,4
One Day Sale,"Daily Paper, Radio, TV",85.88,6.54,2.3544,3
Shelf Emptiers,Bulk Mail,117.86,6.54,2.6814,3
High Roller Savings,Daily Paper,101.84,8.97,4.3056,3
Sales Galore,TV,106.16,13.08,5.6244,4
High Roller Savings,Daily Paper,101.84,1.06,0.4346,2
Two for One,Daily Paper,68.97,1.59,0.5565,3
Shelf Emptiers,"Daily Paper, Radio, TV",107.89,2.12,0.9328,4
You Save Days,Bulk Mail,131.81,1.53,0.4896,3
Two Day Sale,Sunday Paper,126.88,6.54,2.8776,2
Two Day Sale,Sunday Paper,126.88,10.08,3.4272,4
Two Day Sale,Sunday Paper,126.88,5.61,2.5245,3
Save-It Sale,Daily Paper,81.79,3.12,1.3104,2
Save-It Sale,Daily Paper,81.79,5.61,2.7489,3
Sales Galore,Bulk Mail,96.55,4.68,2.1996,3
Sales Galore,TV,106.16,8.97,2.8704,3
Two Day Sale,"Daily Paper, Radio",112.52,13.08,4.1856,4
Price Cutters,Product Attachment,129.2,5.61,2.4684,3
Fantastic Discounts,Radio,137.46,7.8,3.042,4
High Roller Savings,Daily Paper,101.84,6.54,2.4198,2
Shelf Emptiers,Bulk Mail,117.86,2.91,1.2222,3
Price Savers,Cash Register Handout,128.2,4.26,1.491,3
High Roller Savings,"Sunday Paper, Radio, TV",95.55,4.68,2.1996,3
Big Promo,"Sunday Paper, Radio, TV",117.04,11.72,3.6332,4
Two Day Sale,"Daily Paper, Radio",112.52,14.96,5.236,4
Two for One,Daily Paper,68.97,11.79,3.6549,3
Save-It Sale,Daily Paper,81.79,10.08,3.528,4
Two Day Sale,"Daily Paper, Radio",149.75,9.81,4.0221,3
Shelf Clearing Days,"Sunday Paper, Radio, TV",101.96,4.68,1.638,3
Two Day Sale,Sunday Paper,126.88,6.2,2.542,4
Two Day Sale,"Daily Paper, Radio",149.75,7.48,2.992,4
Big Promo,"Sunday Paper, Radio, TV",117.04,5.68,2.7832,4
Price Cutters,Product Attachment,129.2,5.28,1.848,4
Double Down Sale,Daily Paper,55.96,5.85,1.989,3
Price Cutters,Product Attachment,129.2,13.08,6.1476,4
High Roller Savings,Daily Paper,101.84,11.22,5.4978,3
Price Savers,Cash Register Handout,128.2,7.75,3.565,5
Big Time Savings,Daily Paper,77.32,14.96,5.6848,4
High Roller Savings,TV,72.61,10.08,3.4272,4
Big Time Discounts,Product Attachment,109.93,4.65,1.4415,3
Go For It,Product Attachment,119.3,3.78,1.701,3
Big Time Discounts,Product Attachment,109.93,5.98,2.5116,2
Price Slashers,Sunday Paper,67.2,13.08,4.0548,4
Green Light Days,Cash Register Handout,139.19,6.2,1.922,4
Green Light Days,Cash Register Handout,139.19,2.79,1.0044,3
Money Savers,Cash Register Handout,53.01,11.58,3.474,3
Saving Days,"Daily Paper, Radio",118.36,1.53,0.6885,3
Big Time Discounts,In-Store Coupon,145.6,7.8,2.418,4
Price Slashers,Sunday Paper,67.2,3.9,1.287,2
Price Destroyers,Sunday Paper,121.44,1.59,0.7314,3
You Save Days,TV,108.22,3.9,1.248,2
Saving Days,"Daily Paper, Radio",118.36,11.58,3.7056,3
Free For All,"Sunday Paper, Radio",126.24,6.54,2.0274,3
Unbeatable Price Savers,Product Attachment,124.36,5.85,2.2815,3
Big Time Discounts,Product Attachment,109.93,8.72,3.052,4
Go For It,"Daily Paper, Radio",67.01,11.72,3.8676,4
Saving Days,"Daily Paper, Radio",118.36,3.88,1.552,4
Weekend Markdown,Daily Paper,140.57,4.26,1.8744,3
Saving Days,"Daily Paper, Radio",118.36,8.97,3.7674,3
Money Savers,Cash Register Handout,53.01,7.8,3.042,5
Green Light Days,Cash Register Handout,139.19,11.58,3.7056,3
Green Light Days,Cash Register Handout,139.19,13.08,4.4472,4
Unbeatable Price Savers,Product Attachment,124.36,8.97,3.9468,3
Go For It,"Daily Paper, Radio",67.01,13.08,5.3628,4
Saving Days,"Daily Paper, Radio",118.36,3.1,1.488,2
Go For It,"Daily Paper, Radio",67.01,6.2,2.79,4
Free For All,"Sunday Paper, Radio",126.24,6.24,2.6208,4
Go For It,Product Attachment,119.3,1.59,0.5565,3
Saving Days,"Daily Paper, Radio",118.36,1.59,0.7791,3
Big Time Discounts,In-Store Coupon,145.6,1.59,0.6996,3
Green Light Days,Cash Register Handout,139.19,1.59,0.7155,3
Free For All,Daily Paper,52.06,2.12,0.848,4
Free For All,Daily Paper,52.06,13.08,5.7552,4
Saving Days,"Daily Paper, Radio",118.36,7.56,3.402,3
Green Light Days,Cash Register Handout,139.19,3.96,1.386,3
Free For All,"Sunday Paper, Radio",126.24,2.79,1.116,3
Money Savers,Cash Register Handout,53.01,11.79,5.3055,3
Price Savers,In-Store Coupon,81.85,4.26,1.4058,3
Price Savers,In-Store Coupon,81.85,8.97,4.0365,3
Super Wallet Savers,Cash Register Handout,140.19,6.54,1.962,2
Green Light Days,Cash Register Handout,139.19,11.79,5.895,3
Wallet Savers,"Daily Paper, Radio, TV",53.13,3.12,1.4976,2
Free For All,"Sunday Paper, Radio",126.24,4.65,1.6275,3
Price Savers,In-Store Coupon,81.85,4.68,2.106,3
Price Savers,Product Attachment,62.27,4.65,1.9995,3
Wallet Savers,"Daily Paper, Radio, TV",53.13,9.35,2.992,5
Weekend Markdown,Street Handout,117.4,11.96,4.5448,4
Super Wallet Savers,Cash Register Handout,140.19,11.22,4.3758,3
Green Light Days,Cash Register Handout,139.19,4.68,1.5912,3
Weekend Markdown,Daily Paper,140.57,3.12,1.4352,2
Weekend Markdown,Daily Paper,140.57,6.54,2.943,2
Go For It,Product Attachment,119.3,3.1,1.395,2
Saving Days,"Daily Paper, Radio",118.36,4.65,1.8135,3
Wallet Savers,"Daily Paper, Radio, TV",53.13,9.81,4.8069,3
Sale Winners,Product Attachment,137.7,2.91,0.9021,3
Saving Days,"Daily Paper, Radio",118.36,11.96,4.186,4
Double Your Savings,Street Handout,122.16,3.93,1.8078,1
Wallet Savers,TV,139.36,1.06,0.5194,2
Big Promo,Cash Register Handout,77.7,4.26,1.4058,3
Tip Top Savings,Cash Register Handout,79.13,5.86,1.8166,2
Go For It,Radio,73.02,0.93,0.3999,1
Unbeatable Price Savers,Daily Paper,94.69,1.87,0.561,1
Unbeatable Price Savers,Daily Paper,104.3,3.86,1.4282,1
One Day Sale,Street Handout,95.15,3.74,1.309,1
Fantastic Discounts,"Daily Paper, Radio, TV",120.09,8.97,3.0498,3
Sales Galore,"Daily Paper, Radio",109.03,5.61,2.4684,3
Sale Winners,Bulk Mail,108.02,7.72,2.5476,2
Price Slashers,"Sunday Paper, Radio, TV",86.21,5.04,2.016,2
High Roller Savings,"Daily Paper, Radio, TV",68.15,1.02,0.306,2
Price Cutters,Cash Register Handout,145.52,5.86,2.8714,2
Shelf Clearing Days,Sunday Paper,106.1,7.8,2.34,5
Go For It,Radio,105.74,3.12,1.56,2
Price Destroyers,"Daily Paper, Radio, TV",58.27,6.54,2.8776,3
Price Destroyers,"Sunday Paper, Radio",115.05,5.98,2.2126,2
Two for One,Product Attachment,106.2,3.78,1.7388,3
Green Light Special,In-Store Coupon,123.02,4.36,2.18,2
Shelf Clearing Days,Sunday Paper,106.1,11.79,4.8339,3
Super Duper Savers,Cash Register Handout,129.5,8.79,3.7797,3
Shelf Clearing Days,Sunday Paper,106.1,2.79,1.1439,3
Free For All,Radio,140.9,2.79,0.8649,3
Dollar Cutters,TV,66.18,3.96,1.8612,3
Free For All,Radio,140.9,4.68,2.2932,3
Coupon Spectacular,TV,51.47,2.64,0.8448,2
Two for One,Product Attachment,106.2,6.54,2.8122,3
Price Cutters,Cash Register Handout,145.52,10.08,3.1248,4
Super Duper Savers,Cash Register Handout,129.5,11.22,5.4978,3
Shelf Clearing Days,Sunday Paper,106.1,3.12,1.2792,2
Shelf Clearing Days,Sunday Paper,106.1,9.81,3.1392,3
Shelf Clearing Days,Sunday Paper,106.1,5.61,1.683,3
Mystery Sale,Bulk Mail,84.97,7.48,2.5432,4
Price Destroyers,"Sunday Paper, Radio",115.05,1.02,0.408,2
Save-It Sale,"Daily Paper, Radio",64.84,9.81,4.3164,3
Price Cutters,Cash Register Handout,145.52,3.96,1.5444,3
Two for One,Product Attachment,106.2,5.85,1.9305,3
Super Duper Savers,Cash Register Handout,129.5,2.91,1.2222,3
You Save Days,Sunday Paper,51.27,6.2,2.046,4
Sales Days,Daily Paper,62.71,4.36,1.3516,2
Shelf Clearing Days,In-Store Coupon,109.21,1.53,0.6273,3
Mystery Sale,Bulk Mail,84.97,4.26,1.8318,3
Mystery Sale,Bulk Mail,84.97,15.72,7.3884,4
Sales Days,Daily Paper,62.71,6.54,3.1392,3
Two for One,Product Attachment,106.2,7.48,3.5156,4
Free For All,Radio,140.9,15.44,6.3304,4
Save-It Sale,"Daily Paper, Radio",64.84,11.58,3.8214,3
Price Destroyers,"Sunday Paper, Radio",115.05,2.79,0.9207,3
Money Savers,"Sunday Paper, Radio, TV",82.61,7.8,2.652,4
Three for One,Sunday Paper,118.25,6.2,2.666,4
Price Cutters,Cash Register Handout,145.52,9.81,3.4335,3
Price Slashers,"Sunday Paper, Radio, TV",86.21,11.58,3.474,3
Three for One,Sunday Paper,118.25,7.56,3.5532,3
Price Cutters,Cash Register Handout,145.52,11.58,3.7056,3
Mystery Sale,Bulk Mail,84.97,14.96,5.5352,4
Super Wallet Savers,"Daily Paper, Radio",109.14,5.28,1.6368,4
Money Savers,"Sunday Paper, Radio, TV",82.61,8.97,2.7807,3
Super Savers,"Sunday Paper, Radio, TV",124.56,2.52,1.008,2
I Cant Believe It Sale,"Daily Paper, Radio",115.85,1.06,0.4982,2
Green Light Special,Cash Register Handout,127.19,1.06,0.477,2
You Save Days,In-Store Coupon,95.25,1.42,0.5112,1
Price Winners,"Daily Paper, Radio",128.67,8.79,3.0765,3
You Save Days,In-Store Coupon,95.25,3.27,1.0137,1
Weekend Markdown,"Sunday Paper, Radio, TV",67.51,2.84,0.852,2
Bye Bye Baby,"Sunday Paper, Radio, TV",95.28,3.1,1.426,2
Cash Register Lottery,"Sunday Paper, Radio",123.61,8.58,4.1184,3
Price Savers,"Sunday Paper, Radio",80.29,8.58,3.003,3
Cash Register Lottery,"Daily Paper, Radio",59.86,11.08,5.2076,4
Save-It Sale,Radio,144.38,8.68,4.2532,4
Big Time Savings,Radio,53.45,11.44,5.148,4
Cash Register Lottery,"Daily Paper, Radio",59.86,9.2,4.6,4
Big Time Savings,Radio,53.45,6.51,2.0832,3
One Day Sale,"Daily Paper, Radio, TV",131.75,12.44,5.4736,4
Save-It Sale,Radio,144.38,8.31,2.8254,3
I Cant Believe It Sale,Product Attachment,69.47,4.34,1.6926,2
Price Savers,"Sunday Paper, Radio",80.29,11.08,4.7644,4
Cash Register Lottery,"Daily Paper, Radio, TV",55.59,4.34,1.4322,2
Cash Register Lottery,"Daily Paper, Radio",59.86,6.51,3.0597,3
Cash Register Lottery,"Daily Paper, Radio",59.86,11.08,3.6564,4
I Cant Believe It Sale,Product Attachment,69.47,9.33,4.5717,3
Big Time Discounts,"Daily Paper, Radio",111.51,8.68,3.038,4
Green Light Days,Daily Paper,66.27,6.51,2.8644,3
Cash Register Lottery,"Sunday Paper, Radio",123.61,9.33,4.5717,3
Cash Register Lottery,In-Store Coupon,95.78,11.44,4.9192,4
Price Savers,"Sunday Paper, Radio",80.29,9.33,3.3588,3
One Day Sale,"Daily Paper, Radio, TV",131.75,8.58,3.5178,3
Price Savers,"Sunday Paper, Radio",111.7,6.9,2.553,3
Tip Top Savings,Street Handout,142.58,4.34,1.5624,2
Dollar Days,"Daily Paper, Radio",138.81,11.44,4.6904,4
Price Savers,Street Handout,115.13,5.72,2.5168,2
Dollar Cutters,"Sunday Paper, Radio",136.74,4.6,2.116,2
Tip Top Savings,Street Handout,142.58,11.44,5.6056,4
Three for One,Product Attachment,122.47,8.31,3.4902,3
Super Duper Savers,Sunday Paper,69.65,12.44,4.7272,4
Super Savers,Cash Register Handout,71.51,12.44,4.7272,4
Double Down Sale,TV,95.74,6.9,3.312,3
Sales Galore,Product Attachment,149.08,11.44,4.8048,4
Super Savers,Cash Register Handout,71.51,8.58,2.7456,3
Double Down Sale,TV,95.74,6.51,2.9946,3
Dollar Cutters,"Sunday Paper, Radio",136.74,9.33,3.3588,3
Unbeatable Price Savers,Bulk Mail,66.78,11.44,4.8048,4
Weekend Markdown,"Daily Paper, Radio",69.63,11.44,5.148,4
Weekend Markdown,"Daily Paper, Radio",69.63,8.68,3.6456,4
Savings Galore,Street Handout,138.53,6.51,3.0597,3
Price Smashers,Product Attachment,138.23,6.51,2.5389,3
Bye Bye Baby,Radio,90.58,6.51,2.0181,3
Bye Bye Baby,Radio,90.58,6.22,2.5502,2
Big Promo,Cash Register Handout,123.88,9.2,2.76,4
Price Slashers,Radio,76.98,6.9,2.139,3
Dollar Cutters,"Daily Paper, Radio, TV",144.18,6.9,2.691,3
Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,6.22,2.799,2
Savings Galore,Street Handout,138.53,6.51,2.0181,3
Big Promo,Cash Register Handout,123.88,8.31,4.0719,3
Super Duper Savers,"Sunday Paper, Radio",80.0,4.6,1.978,2
Unbeatable Price Savers,Bulk Mail,66.78,12.44,4.354,4
Big Time Savings,In-Store Coupon,135.8,8.68,3.472,4
Savings Galore,Street Handout,138.53,6.22,2.7368,2
Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,5.72,2.4024,2
Dollar Cutters,"Sunday Paper, Radio, TV",135.5,8.31,2.6592,3
One Day Sale,In-Store Coupon,93.07,4.34,1.5624,2
Super Duper Savers,Daily Paper,100.91,6.9,2.553,3
Dollar Cutters,"Sunday Paper, Radio, TV",135.5,8.58,4.0326,3
Two for One,Bulk Mail,86.42,9.2,3.22,4
Two for One,Bulk Mail,86.42,11.44,5.4912,4
Price Winners,"Daily Paper, Radio",114.6,5.72,2.5168,2
Green Light Days,Street Handout,133.42,8.31,3.4902,3
Super Duper Savers,Daily Paper,100.91,6.51,2.7342,3
Double Down Sale,"Daily Paper, Radio",62.67,8.58,3.003,3
Big Time Discounts,In-Store Coupon,59.4,6.9,2.898,3
Save-It Sale,"Daily Paper, Radio, TV",89.37,4.34,1.7794,2
You Save Days,Bulk Mail,131.81,5.54,2.216,2
High Roller Savings,Daily Paper,101.84,11.5,4.255,5
Weekend Markdown,Street Handout,53.37,11.08,3.7672,4
Save-It Sale,Daily Paper,81.79,11.08,5.3184,4
Price Winners,"Sunday Paper, Radio",122.51,11.44,3.5464,4
High Roller Savings,Daily Paper,101.84,5.54,1.9944,2
Bye Bye Baby,"Daily Paper, Radio, TV",58.16,5.54,1.7174,2
Price Savers,Cash Register Handout,128.2,6.51,2.9946,3
Save-It Sale,Daily Paper,81.79,12.44,5.1004,4
Best Savings,"Daily Paper, Radio, TV",53.82,6.22,2.3636,2
Price Destroyers,TV,135.92,9.33,3.732,3
High Roller Savings,"Sunday Paper, Radio, TV",95.55,8.31,2.9085,3
Pick Your Savings,Sunday Paper,67.25,6.9,3.174,3
Save-It Sale,Daily Paper,81.79,8.31,4.0719,3
Best Savings,"Daily Paper, Radio, TV",53.82,5.54,2.4376,2
Two Day Sale,Sunday Paper,126.88,9.2,4.048,4
Shelf Clearing Days,"Sunday Paper, Radio, TV",101.96,6.22,2.2392,2
Fantastic Discounts,Radio,137.46,8.68,2.7776,4
One Day Sale,"Daily Paper, Radio, TV",85.88,6.51,2.604,3
Two Day Sale,Sunday Paper,126.88,9.2,4.508,4
Save-It Sale,Daily Paper,81.79,8.58,3.6036,3
Go For It,Product Attachment,119.3,6.22,2.9856,2
Weekend Markdown,Daily Paper,140.57,5.72,2.002,2
One Day Sale,"Daily Paper, Radio, TV",117.29,4.6,2.07,2
High Roller Savings,TV,72.61,9.33,4.5717,3
Saving Days,"Daily Paper, Radio",118.36,5.54,1.7728,2
Saving Days,"Daily Paper, Radio",118.36,6.51,3.1248,3
Unbeatable Price Savers,Product Attachment,124.36,4.6,1.748,2
Weekend Markdown,Daily Paper,140.57,11.08,4.7644,4
Sale Winners,Product Attachment,137.7,8.58,3.861,3
Green Light Days,Cash Register Handout,139.19,8.58,4.1184,3
Price Slashers,Sunday Paper,67.2,6.51,2.9295,3
Sale Winners,Product Attachment,137.7,8.68,2.7776,4
Green Light Days,Cash Register Handout,139.19,6.9,3.312,3
Saving Days,"Daily Paper, Radio",118.36,6.22,2.799,2
Price Savers,Product Attachment,62.27,5.72,2.288,2
You Save Days,TV,108.22,4.6,2.024,2
Coupon Spectacular,Daily Paper,90.58,2.17,0.7161,1
Coupon Spectacular,Daily Paper,90.58,6.22,2.177,2
Sale Winners,Bulk Mail,108.02,2.3,0.897,1
Two Day Sale,"Daily Paper, Radio, TV",132.9,2.86,1.0582,1
High Roller Savings,"Daily Paper, Radio, TV",68.15,8.31,2.493,3
Two for One,Product Attachment,106.2,6.51,2.9946,3
Free For All,Radio,140.9,8.58,4.1184,3
High Roller Savings,"Daily Paper, Radio, TV",68.15,8.68,3.5588,4
Coupon Spectacular,TV,51.47,8.68,3.906,4
Mystery Sale,Bulk Mail,84.97,8.68,2.604,4
Save-It Sale,"Daily Paper, Radio",64.84,6.51,2.0181,3
Coupon Spectacular,TV,51.47,12.44,5.8468,4
Two for One,Product Attachment,106.2,12.44,5.2248,4
I Cant Believe It Sale,Product Attachment,69.47,4.52,1.9888,4
Bag Stuffers,"Daily Paper, Radio",126.62,8.91,4.0095,3
Cash Register Lottery,In-Store Coupon,95.78,4.52,1.808,4
Price Slashers,"Sunday Paper, Radio, TV",54.11,6.42,2.889,3
Price Slashers,"Sunday Paper, Radio, TV",54.11,11.88,4.752,4
Bag Stuffers,Product Attachment,82.62,7.24,2.6064,4
Cash Register Lottery,"Sunday Paper, Radio",123.61,3.96,1.4256,3
Green Light Days,Daily Paper,66.27,3.69,1.1808,3
Save-It Sale,Radio,144.38,5.43,2.1177,3
Bag Stuffers,"Daily Paper, Radio",126.62,3.08,1.2628,4
Bag Stuffers,"Daily Paper, Radio",126.62,10.92,4.4772,4
Bag Stuffers,Product Attachment,82.62,7.44,2.6784,3
Bag Stuffers,"Daily Paper, Radio",126.62,7.36,3.0176,4
Bag Stuffers,Product Attachment,82.62,3.39,1.356,3
Double Down Sale,Radio,50.79,5.4,1.728,4
Cash Register Lottery,"Daily Paper, Radio",59.86,2.98,0.9238,2
One Day Sale,"Daily Paper, Radio, TV",131.75,7.24,3.3304,4
Bag Stuffers,"Daily Paper, Radio",126.62,3.9,1.404,3
Cash Register Lottery,"Daily Paper, Radio",59.86,1.16,0.4408,2
Price Slashers,"Sunday Paper, Radio, TV",54.11,7.7,2.926,5
I Cant Believe It Sale,Product Attachment,69.47,5.52,2.208,3
Price Slashers,"Sunday Paper, Radio, TV",54.11,4.44,1.5984,2
Tip Top Savings,"Daily Paper, Radio, TV",54.9,3.62,1.7376,2
Tip Top Savings,"Daily Paper, Radio, TV",54.9,2.31,1.0626,3
Double Down Sale,Radio,50.79,3.9,1.443,3
I Cant Believe It Sale,Product Attachment,69.47,5.43,2.5521,3
Double Down Sale,Radio,50.79,2.26,1.0848,2
Cash Register Lottery,"Daily Paper, Radio, TV",55.59,5.46,1.911,2
Cash Register Lottery,In-Store Coupon,95.78,1.74,0.7134,3
Cash Register Lottery,"Sunday Paper, Radio",123.61,7.24,2.896,4
Cash Register Lottery,"Daily Paper, Radio",59.86,3.62,1.5928,2
Cash Register Lottery,"Daily Paper, Radio, TV",55.59,14.08,5.632,4
Big Time Discounts,"Daily Paper, Radio",111.51,5.43,2.0634,3
Cash Register Lottery,"Daily Paper, Radio",59.86,2.31,1.0395,3
Bag Stuffers,Product Attachment,82.62,5.52,1.8768,3
Tip Top Savings,"Daily Paper, Radio, TV",54.9,5.4,2.052,4
I Cant Believe It Sale,Product Attachment,69.47,7.36,2.7232,4
Cash Register Lottery,"Sunday Paper, Radio",123.61,9.92,3.1744,4
Cash Register Lottery,"Daily Paper, Radio",59.86,3.9,1.638,3
I Cant Believe It Sale,Product Attachment,69.47,5.56,2.0572,4
Cash Register Lottery,"Daily Paper, Radio",59.86,8.56,3.9376,4
Bag Stuffers,"Daily Paper, Radio",126.62,3.08,1.3552,4
I Cant Believe It Sale,Product Attachment,69.47,8.91,4.2768,3
Bag Stuffers,"Daily Paper, Radio",126.62,2.26,0.8814,2
Cash Register Lottery,"Daily Paper, Radio",59.86,14.08,5.0688,4
I Cant Believe It Sale,Product Attachment,69.47,2.32,0.7888,4
I Cant Believe It Sale,Product Attachment,69.47,4.47,2.1009,3
I Cant Believe It Sale,Product Attachment,69.47,3.85,1.1935,5
Double Down Sale,Radio,50.79,2.98,1.2218,2
High Roller Savings,"Daily Paper, Radio",84.16,10.56,3.168,3
Price Savers,"Sunday Paper, Radio",80.29,11.8,4.012,4
Cash Register Lottery,"Daily Paper, Radio",59.86,4.62,2.1252,3
Price Savers,"Sunday Paper, Radio",80.29,2.7,0.999,2
Cash Register Lottery,"Daily Paper, Radio",59.86,1.54,0.5236,2
Price Savers,"Sunday Paper, Radio",80.29,8.88,4.2624,4
One Day Sale,"Daily Paper, Radio, TV",131.75,5.94,2.8512,2
Big Time Discounts,"Daily Paper, Radio",111.51,2.32,1.0208,4
Bag Stuffers,Product Attachment,82.62,6.16,2.3408,4
Price Savers,"Sunday Paper, Radio",80.29,7.08,2.1948,3
Cash Register Lottery,In-Store Coupon,95.78,10.56,3.5904,3
Cash Register Lottery,In-Store Coupon,95.78,11.88,5.8212,4
Free For All,Product Attachment,143.83,11.1,3.441,5
Price Savers,"Sunday Paper, Radio",80.29,2.32,0.8584,4
Price Savers,"Sunday Paper, Radio",80.29,4.52,1.6724,4
Price Savers,"Sunday Paper, Radio",80.29,11.8,3.776,5
I Cant Believe It Sale,Product Attachment,69.47,5.2,2.288,4
Cash Register Lottery,"Sunday Paper, Radio",123.61,4.47,1.9668,3
Bag Stuffers,Product Attachment,82.62,3.39,1.1526,3
Double Down Sale,Radio,50.79,4.17,1.9182,3
Bag Stuffers,Product Attachment,82.62,7.08,2.4072,3
Bag Stuffers,"Daily Paper, Radio",126.62,5.2,1.924,4
Cash Register Lottery,"Daily Paper, Radio",59.86,3.39,1.695,3
Price Savers,"Sunday Paper, Radio",80.29,3.08,0.9856,2
Dollar Days,"Daily Paper, Radio",138.81,4.05,1.539,3
Super Duper Savers,Daily Paper,91.0,5.43,1.9548,3
Super Duper Savers,Daily Paper,91.0,7.7,3.465,5
Double Down Sale,TV,95.74,7.45,2.682,5
Free For All,In-Store Coupon,109.06,7.04,2.9568,2
Super Duper Savers,Sunday Paper,69.65,6.16,2.8336,4
Sales Galore,Product Attachment,149.08,10.92,4.4772,4
Saving Days,Street Handout,67.31,8.56,4.1088,4
Free For All,In-Store Coupon,109.06,3.69,1.1808,3
Price Savers,Street Handout,115.13,7.44,3.6456,3
Tip Top Savings,Street Handout,142.58,10.56,4.0128,3
Two Day Sale,Daily Paper,103.65,4.92,1.6728,4
Super Duper Savers,Sunday Paper,69.65,4.62,2.1252,3
Super Savers,Cash Register Handout,71.51,8.85,4.248,3
Weekend Markdown,In-Store Coupon,73.05,3.9,1.326,3
Price Savers,"Sunday Paper, Radio",111.7,4.05,1.782,3
Dollar Days,"Daily Paper, Radio",138.81,5.43,2.4978,3
Super Duper Savers,Daily Paper,91.0,5.96,2.3244,4
Super Savers,Cash Register Handout,71.51,5.96,2.3244,4
Tip Top Savings,Street Handout,142.58,3.08,1.078,4
Free For All,Street Handout,55.18,8.19,2.8665,3
Free For All,In-Store Coupon,109.06,4.17,1.6263,3
Price Savers,"Sunday Paper, Radio",111.7,2.6,1.222,2
Price Savers,"Sunday Paper, Radio",111.7,5.56,2.6688,4
Free For All,In-Store Coupon,109.06,3.62,1.5204,2
Price Savers,"Sunday Paper, Radio",111.7,2.31,0.7161,3
Dollar Days,"Daily Paper, Radio",138.81,7.36,3.68,4
Double Down Sale,TV,95.74,3.68,1.2144,2
Save-It Sale,Sunday Paper,139.37,3.62,1.267,2
Two for One,Product Attachment,59.83,7.08,3.3984,3
Double Down Sale,TV,95.74,6.42,2.3754,3
Price Savers,"Sunday Paper, Radio",111.7,6.42,2.0544,3
Big Promo,Sunday Paper,51.12,3.9,1.677,3
Big Promo,Sunday Paper,51.12,4.17,1.5012,3
Double Down Sale,TV,95.74,8.91,3.6531,3
Price Savers,"Sunday Paper, Radio",111.7,1.74,0.87,3
Saving Days,Street Handout,67.31,8.88,3.9072,4
Tip Top Savings,Street Handout,142.58,5.43,2.6607,3
