,store_sales_in_millions,store_cost_in_millions,unit_sales_in_millions,store_sqft,grocery_sqft,frozen_sqft,meat_sqft,coffee_bar,video_store,salad_bar,prepared_food,florist,cost,promotion_name,store_type,store_city,store_state,media_type
200,8.97,3.9468,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,111.7,26,0,9,2,10
201,3.88,1.6296,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,109.06,14,0,9,2,5
202,5.04,2.3184,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,69.65,38,0,9,2,9
203,13.08,3.924,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
204,5.28,1.7424,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,70.32,0,0,9,2,2
205,6.54,2.616,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,149.08,32,0,9,2,6
206,9.81,3.3354,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
207,15.44,6.0216,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,138.81,10,0,9,2,3
208,5.61,2.5245,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,103.65,43,0,9,2,2
209,2.12,1.06,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,115.13,26,0,9,2,8
210,3.74,1.2716,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,69.65,38,0,9,2,9
211,3.96,1.7424,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,149.08,32,0,9,2,6
212,5.61,1.9635,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,67.31,34,0,9,2,8
213,2.64,0.8184,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,69.65,38,0,9,2,9
214,3.74,1.5334,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,69.65,38,0,9,2,9
215,11.72,5.274,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,70.32,0,0,9,2,2
216,6.54,2.1582,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,149.08,32,0,9,2,6
217,2.91,1.0767,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,138.81,10,0,9,2,3
218,10.08,3.7296,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
219,1.02,0.4794,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,51.12,2,0,9,2,9
220,1.06,0.3816,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,67.31,34,0,9,2,8
221,8.72,3.5752,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,51.12,2,0,9,2,9
222,3.74,1.4212,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,59.83,44,0,9,2,6
223,1.94,0.9506,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,51.12,2,0,9,2,9
224,7.56,3.0996,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,69.65,38,0,9,2,9
225,7.56,3.7044,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,149.08,32,0,9,2,6
226,11.79,4.716,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,111.7,26,0,9,2,10
227,1.59,0.7632,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,115.13,26,0,9,2,8
228,2.79,0.837,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,71.51,39,0,9,2,1
229,2.91,1.0767,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,51.12,2,0,9,2,9
230,2.79,1.0602,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
231,2.12,0.7632,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,142.58,42,0,9,2,8
232,10.08,3.4272,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,69.65,38,0,9,2,9
233,7.86,3.4584,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,149.08,32,0,9,2,6
234,2.04,0.8568,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
235,1.94,0.8924,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,138.81,10,0,9,2,3
236,8.72,2.8776,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,109.06,14,0,9,2,5
237,15.72,5.3448,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,73.05,47,0,9,2,5
238,4.36,2.0492,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,111.7,26,0,9,2,10
239,1.06,0.371,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,111.7,26,0,9,2,10
240,15.44,4.632,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,71.51,39,0,9,2,1
241,2.91,0.9603,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,91.0,38,0,9,2,2
242,3.74,1.1968,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,103.65,43,0,9,2,2
243,11.96,4.3056,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
244,1.59,0.6678,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,149.08,32,0,9,2,6
245,11.22,4.7124,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,149.08,32,0,9,2,6
246,7.86,2.358,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,51.12,2,0,9,2,9
247,11.96,3.7076,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,138.81,10,0,9,2,3
248,5.85,2.223,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,67.31,34,0,9,2,8
249,8.97,3.1395,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,94.63,29,0,9,2,5
250,5.86,2.051,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,142.58,42,0,9,2,8
251,4.65,1.488,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
252,14.96,6.5824,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,138.81,10,0,9,2,3
253,3.88,1.2804,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,69.65,38,0,9,2,9
254,5.85,2.925,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
255,3.96,1.2276,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
256,2.79,1.3671,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,136.74,9,0,9,2,10
257,6.54,2.7468,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,69.65,38,0,9,2,9
258,4.65,1.4415,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,149.08,32,0,9,2,6
259,11.96,4.186,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,69.65,38,0,9,2,9
260,2.04,0.9792,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,91.0,38,0,9,2,2
261,2.04,0.918,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,139.37,33,0,9,2,9
262,11.79,5.5413,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,51.12,2,0,9,2,9
263,7.86,3.3798,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,94.63,29,0,9,2,5
264,2.84,1.3916,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,95.74,11,0,9,2,12
265,5.98,1.9136,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,138.81,10,0,9,2,3
266,4.26,1.6614,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,142.58,42,0,9,2,8
267,4.26,1.278,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,139.37,33,0,9,2,9
268,4.26,1.6614,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,149.08,32,0,9,2,6
269,8.79,2.7249,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,94.63,29,0,9,2,5
270,5.86,2.051,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,103.65,43,0,9,2,2
271,2.79,1.1997,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,69.65,38,0,9,2,9
272,2.64,1.0032,2.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,59.83,44,0,9,2,6
273,7.48,3.6652,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,69.65,38,0,9,2,9
274,4.68,1.5912,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,111.7,26,0,9,2,10
275,8.97,4.3056,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,59.83,44,0,9,2,6
276,11.22,4.0392,3.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,138.81,10,0,9,2,3
277,15.72,5.1876,4.0,33858.0,22123.0,7041.0,4694.0,1.0,0.0,1.0,1.0,1.0,122.47,41,0,9,2,6
278,4.26,1.7892,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,135.8,4,3,7,2,5
279,13.08,4.578,4.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,137.77,45,3,7,2,4
280,3.78,1.8522,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,76.98,27,3,7,2,7
281,8.79,2.7249,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,138.53,35,3,7,2,8
282,1.86,0.8742,2.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,114.01,1,3,7,2,8
283,7.48,3.5904,2.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,99.77,36,3,7,2,7
284,5.98,2.1528,2.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,80.0,38,3,7,2,10
285,4.26,1.278,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,69.63,47,3,7,2,3
286,8.79,3.6039,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,144.18,9,3,7,2,4
287,5.86,2.4026,2.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,137.77,45,3,7,2,4
288,2.65,1.1925,5.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,91.28,43,3,7,2,7
289,4.65,1.5345,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,137.77,45,3,7,2,4
290,14.96,6.5824,4.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,69.63,47,3,7,2,3
291,6.54,3.0738,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,100.44,27,3,7,2,11
292,5.98,2.093,2.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,100.44,27,3,7,2,11
293,8.72,2.7904,4.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,133.6,47,3,7,2,9
294,10.08,3.9312,4.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,83.51,23,3,7,2,5
295,5.61,2.805,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,83.51,23,3,7,2,5
296,1.06,0.53,2.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,76.98,27,3,7,2,7
297,3.88,1.552,4.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,59.19,11,3,7,2,8
298,8.97,3.9468,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,90.58,5,3,7,2,7
299,2.91,1.1931,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,69.63,47,3,7,2,3
300,2.04,0.9996,4.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,69.63,47,3,7,2,3
301,9.35,3.6465,5.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,76.98,27,3,7,2,7
302,3.12,1.3104,2.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,123.88,2,3,7,2,1
303,19.65,6.288,5.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,144.18,9,3,7,2,4
304,7.48,3.366,4.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,138.53,35,3,7,2,8
305,3.74,1.7578,2.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,123.88,2,3,7,2,1
306,7.48,3.6652,2.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,69.63,47,3,7,2,3
307,6.2,2.356,4.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,94.43,12,3,7,2,7
308,7.56,3.2508,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,90.58,5,3,7,2,7
309,4.65,2.2785,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,90.58,5,3,7,2,7
310,9.81,3.7278,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,94.43,12,3,7,2,7
311,5.85,2.3985,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,135.8,4,3,7,2,5
312,8.79,3.4281,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,114.01,1,3,7,2,8
313,5.86,2.5198,2.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,138.23,28,3,7,2,6
314,8.79,3.7797,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,69.63,47,3,7,2,3
315,3.88,1.5132,4.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,138.53,35,3,7,2,8
316,18.7,6.919,5.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,99.77,36,3,7,2,7
317,11.79,3.7728,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,69.63,47,3,7,2,3
318,11.22,4.8246,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,69.63,47,3,7,2,3
319,5.61,2.1318,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,138.23,28,3,7,2,6
320,4.65,2.2785,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,135.8,4,3,7,2,5
321,8.79,2.9886,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,134.66,39,3,7,2,5
322,2.91,0.9021,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,135.8,4,3,7,2,5
323,11.72,5.86,4.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,142.45,32,3,7,2,0
324,11.96,4.784,4.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,114.01,1,3,7,2,8
325,7.8,3.276,4.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,59.19,11,3,7,2,8
326,7.56,2.9484,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,131.58,8,3,7,2,3
327,4.68,2.1996,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,134.66,39,3,7,2,5
328,1.53,0.4743,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,91.28,43,3,7,2,7
329,9.81,3.8259,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,131.58,8,3,7,2,3
330,5.98,2.8106,2.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,66.78,45,3,7,2,0
331,11.72,5.7428,4.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,114.01,1,3,7,2,8
332,5.04,2.016,2.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,83.51,23,3,7,2,5
333,7.86,3.6942,2.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,91.28,43,3,7,2,7
334,3.12,0.9984,2.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,76.98,27,3,7,2,7
335,6.2,2.48,4.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,133.6,47,3,7,2,9
336,1.53,0.5355,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,80.0,38,3,7,2,10
337,7.1,3.195,5.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,135.8,4,3,7,2,5
338,11.79,4.9518,3.0,21215.0,13305.0,4746.0,3164.0,1.0,0.0,0.0,0.0,0.0,134.66,39,3,7,2,5
339,19.3,7.141,5.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,57.52,44,3,8,2,4
340,3.88,1.4356,4.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,135.5,9,3,8,2,11
341,6.54,1.962,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,100.55,15,3,8,2,4
342,3.72,1.8228,4.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,100.55,15,3,8,2,4
343,4.68,1.9656,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,57.52,44,3,8,2,4
344,6.24,1.9968,4.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,136.57,35,3,8,2,10
345,11.72,4.3364,4.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,116.74,31,3,8,2,0
346,2.65,1.272,5.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,64.99,39,3,8,2,10
347,1.59,0.6042,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,97.45,15,3,8,2,8
348,9.81,3.4335,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,135.5,9,3,8,2,11
349,3.96,1.7424,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,59.4,3,3,8,2,5
350,5.85,2.5155,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,98.52,2,3,8,2,7
351,5.04,2.1672,4.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,100.91,38,3,8,2,2
352,2.52,1.008,2.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,116.74,31,3,8,2,0
353,15.72,5.6592,4.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,57.52,44,3,8,2,4
354,11.58,3.5898,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,79.95,46,3,8,2,11
355,7.56,2.7972,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,133.42,16,3,8,2,8
356,1.86,0.5952,2.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,135.5,9,3,8,2,11
357,15.72,7.074,4.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,79.95,46,3,8,2,11
358,2.79,1.2555,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,133.42,16,3,8,2,8
359,11.22,4.8246,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,114.6,29,3,8,2,3
360,5.61,2.0757,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,59.4,3,3,8,2,5
361,2.79,1.0881,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,79.95,46,3,8,2,11
362,11.72,5.1568,4.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,100.91,38,3,8,2,2
363,5.61,2.4123,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,133.42,16,3,8,2,8
364,1.53,0.6885,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,100.91,38,3,8,2,2
365,2.84,1.1076,2.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,133.42,16,3,8,2,8
366,4.65,1.953,5.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,116.74,31,3,8,2,0
367,5.04,2.2176,2.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,57.52,44,3,8,2,4
368,4.26,1.917,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,133.42,16,3,8,2,8
369,2.91,1.0476,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,57.52,44,3,8,2,4
370,5.68,1.7608,4.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,93.07,22,3,8,2,5
371,3.72,1.1904,4.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,62.67,11,3,8,2,3
372,5.61,2.0196,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,136.57,35,3,8,2,10
373,15.72,7.5456,4.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,86.42,44,3,8,2,0
374,7.56,2.9484,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,100.91,38,3,8,2,2
375,6.54,3.27,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,95.21,29,3,8,2,1
376,7.56,2.5704,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,100.91,38,3,8,2,2
377,8.79,3.6918,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,64.99,39,3,8,2,10
378,11.72,4.8052,4.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,136.57,35,3,8,2,10
379,7.56,3.5532,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,136.57,35,3,8,2,10
380,2.12,0.954,4.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,133.42,16,3,8,2,8
381,11.72,5.5084,4.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,98.52,2,3,8,2,7
382,15.44,5.404,4.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,59.4,3,3,8,2,5
383,9.81,4.2183,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,62.26,25,3,8,2,3
384,7.48,2.5432,2.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,62.26,25,3,8,2,3
385,6.54,2.8776,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,57.52,44,3,8,2,4
386,11.58,5.4426,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,136.57,35,3,8,2,10
387,8.72,3.2264,4.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,95.21,29,3,8,2,1
388,13.08,5.3628,4.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,64.99,39,3,8,2,10
389,18.7,6.358,5.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,57.52,44,3,8,2,4
390,5.61,2.1318,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,59.4,3,3,8,2,5
391,13.08,4.3164,4.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,57.52,44,3,8,2,4
392,3.96,1.2276,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,62.26,25,3,8,2,3
393,8.79,2.9886,3.0,30268.0,22063.0,4923.0,3282.0,0.0,0.0,0.0,0.0,0.0,79.95,46,3,8,2,11
394,13.08,4.578,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,81.79,33,3,3,0,2
395,2.52,1.0332,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,53.37,47,3,3,0,8
396,2.52,1.0836,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,58.16,5,3,3,0,4
397,2.79,1.0044,3.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,58.16,5,3,3,0,4
398,5.04,2.52,4.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,131.81,48,3,3,0,0
399,4.36,1.744,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,53.37,47,3,3,0,8
400,7.72,3.2424,2.0,23598.0,14210.0,5633.0,3755.0,0.0,0.0,0.0,0.0,1.0,135.92,25,3,3,0,12
